序号,点名,N,E,Z,B,L,H,天线高,σN,σE,σZ,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角
32,pt31,3483083.0498,1224238.1240,35.0025," 31:14:40.84296"," 121:35:32.85717",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:42.0,2020-01-02 11:12:42.0,2020-01-02 03:12:42.0,2020-01-02 03:12:42.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:16"," 199:05:19.18"
33,pt32,3483083.0500,1224238.1266,35.0005," 31:14:40.84296"," 121:35:32.85727",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:43.0,2020-01-02 11:12:43.0,2020-01-02 03:12:43.0,2020-01-02 03:12:43.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 194:10:51.77"
34,pt33,3483083.0492,1224238.1310,35.0045," 31:14:40.84293"," 121:35:32.85743",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:44.0,2020-01-02 11:12:44.0,2020-01-02 03:12:44.0,2020-01-02 03:12:44.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:34:18.09"
35,pt34,3483083.0508,1224238.1303,35.0075," 31:14:40.84298"," 121:35:32.85741",35.0075,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:45.0,2020-01-02 11:12:45.0,2020-01-02 03:12:45.0,2020-01-02 03:12:45.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:53"," 194:18:03.47"
36,pt35,3483083.0479,1224238.1285,35.0045," 31:14:40.84289"," 121:35:32.85734",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:46.0,2020-01-02 11:12:46.0,2020-01-02 03:12:46.0,2020-01-02 03:12:46.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 197:07:21.06"
37,pt36,3483083.0486,1224238.1219,34.9955," 31:14:40.84293"," 121:35:32.85709",34.9955,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:47.0,2020-01-02 11:12:47.0,2020-01-02 03:12:47.0,2020-01-02 03:12:47.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:31:57.06"
38,pt37,3483083.0507,1224238.1246,34.9995," 31:14:40.84299"," 121:35:32.85720",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:48.0,2020-01-02 11:12:48.0,2020-01-02 03:12:48.0,2020-01-02 03:12:48.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:52:12.72"
39,pt38,3483083.0489,1224238.1240,35.0025," 31:14:40.84293"," 121:35:32.85717",35.0025,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:12:49.0,2020-01-02 11:12:49.0,2020-01-02 03:12:49.0,2020-01-02 03:12:49.0,,2.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:39"," 198:27:16.62"
40,pt39,3483083.0515,1224238.1261,34.9935," 31:14:40.84301"," 121:35:32.85726",34.9935,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:50.0,2020-01-02 11:12:50.0,2020-01-02 03:12:50.0,2020-01-02 03:12:50.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:16"," 198:34:07.18"
41,pt40,3483083.0470,1224238.1215,35.0035," 31:14:40.84288"," 121:35:32.85708",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:51.0,2020-01-02 11:12:51.0,2020-01-02 03:12:51.0,2020-01-02 03:12:51.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:18"," 196:18:50.70"
42,pt41,3483083.0482,1224238.1239,35.0045," 31:14:40.84291"," 121:35:32.85717",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:52.0,2020-01-02 11:12:52.0,2020-01-02 03:12:52.0,2020-01-02 03:12:52.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:28"," 195:47:49.24"
43,pt42,3483083.0490,1224238.1224,34.9995," 31:14:40.84294"," 121:35:32.85711",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:53.0,2020-01-02 11:12:53.0,2020-01-02 03:12:53.0,2020-01-02 03:12:53.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:18"," 194:16:40.39"
44,pt43,3483083.0510,1224238.1252,34.9965," 31:14:40.84299"," 121:35:32.85722",34.9965,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:54.0,2020-01-02 11:12:54.0,2020-01-02 03:12:54.0,2020-01-02 03:12:54.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:56:04.23"
45,pt44,3483083.0488,1224238.1229,34.9975," 31:14:40.84293"," 121:35:32.85713",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:55.0,2020-01-02 11:12:55.0,2020-01-02 03:12:55.0,2020-01-02 03:12:55.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:53"," 194:52:15.47"
46,pt45,3483083.0475,1224238.1231,34.9965," 31:14:40.84289"," 121:35:32.85713",34.9965,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:56.0,2020-01-02 11:12:56.0,2020-01-02 03:12:56.0,2020-01-02 03:12:56.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:59:04.23"
47,pt46,3483083.0480,1224238.1239,34.9995," 31:14:40.84290"," 121:35:32.85717",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:57.0,2020-01-02 11:12:57.0,2020-01-02 03:12:57.0,2020-01-02 03:12:57.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:18"," 194:17:16.39"
48,pt47,3483083.0481,1224238.1244,35.0015," 31:14:40.84290"," 121:35:32.85718",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:58.0,2020-01-02 11:12:58.0,2020-01-02 03:12:58.0,2020-01-02 03:12:58.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:18"," 194:14:52.39"
49,pt48,3483083.0498,1224238.1252,35.0015," 31:14:40.84296"," 121:35:32.85722",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:12:59.0,2020-01-02 11:12:59.0,2020-01-02 03:12:59.0,2020-01-02 03:12:59.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 194:17:51.01"
50,pt49,3483083.0490,1224238.1237,34.9945," 31:14:40.84293"," 121:35:32.85716",34.9945,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:00.0,2020-01-02 11:13:00.0,2020-01-02 03:13:00.0,2020-01-02 03:13:00.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:17:04.23"
51,pt50,3483083.0492,1224238.1231,35.0005," 31:14:40.84294"," 121:35:32.85714",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:01.0,2020-01-02 11:13:01.0,2020-01-02 03:13:01.0,2020-01-02 03:13:01.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:05:40.23"
52,pt51,3483083.0512,1224238.1220,34.9975," 31:14:40.84301"," 121:35:32.85710",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:02.0,2020-01-02 11:13:02.0,2020-01-02 03:13:02.0,2020-01-02 03:13:02.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:53"," 194:43:15.47"
53,pt52,3483083.0518,1224238.1235,34.9975," 31:14:40.84303"," 121:35:32.85716",34.9975,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:03.0,2020-01-02 11:13:03.0,2020-01-02 03:13:03.0,2020-01-02 03:13:03.0,,2.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:00:03.62"
54,pt53,3483083.0479,1224238.1219,35.0055," 31:14:40.84291"," 121:35:32.85709",35.0055,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:04.0,2020-01-02 11:13:04.0,2020-01-02 03:13:04.0,2020-01-02 03:13:04.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:32:40.23"
55,pt54,3483083.0472,1224238.1234,35.0005," 31:14:40.84288"," 121:35:32.85715",35.0005,1.5125,0.0080,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:05.0,2020-01-02 11:13:05.0,2020-01-02 03:13:05.0,2020-01-02 03:13:05.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:10:57.06"
56,pt55,3483083.0481,1224238.1261,35.0045," 31:14:40.84290"," 121:35:32.85725",35.0045,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:06.0,2020-01-02 11:13:06.0,2020-01-02 03:13:06.0,2020-01-02 03:13:06.0,,2.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:28"," 195:29:13.24"
57,pt56,3483083.0494,1224238.1240,35.0055," 31:14:40.84295"," 121:35:32.85717",35.0055,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:07.0,2020-01-02 11:13:07.0,2020-01-02 03:13:07.0,2020-01-02 03:13:07.0,,2.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:39:55"," 197:19:03.50"
58,pt57,3483083.0509,1224238.1228,34.9975," 31:14:40.84300"," 121:35:32.85713",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:08.0,2020-01-02 11:13:08.0,2020-01-02 03:13:08.0,2020-01-02 03:13:08.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:45:09.06"
59,pt58,3483083.0515,1224238.1248,35.0035," 31:14:40.84301"," 121:35:32.85721",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:09.0,2020-01-02 11:13:09.0,2020-01-02 03:13:09.0,2020-01-02 03:13:09.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:23:04.23"
60,pt59,3483083.0482,1224238.1221,35.0015," 31:14:40.84291"," 121:35:32.85710",35.0015,1.5125,0.0080,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:10.0,2020-01-02 11:13:10.0,2020-01-02 03:13:10.0,2020-01-02 03:13:10.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:57:36.72"
61,pt60,3483083.0491,1224238.1249,34.9945," 31:14:40.84294"," 121:35:32.85721",34.9945,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:11.0,2020-01-02 11:13:11.0,2020-01-02 03:13:11.0,2020-01-02 03:13:11.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:12:03.77"
62,pt61,3483083.0513,1224238.1253,34.9995," 31:14:40.84301"," 121:35:32.85723",34.9995,1.5125,0.0080,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:12.0,2020-01-02 11:13:12.0,2020-01-02 03:13:12.0,2020-01-02 03:13:12.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:50:33.06"
63,pt62,3483083.0517,1224238.1226,34.9945," 31:14:40.84302"," 121:35:32.85713",34.9945,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:13.0,2020-01-02 11:13:13.0,2020-01-02 03:13:13.0,2020-01-02 03:13:13.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 194:55:54.09"
64,pt63,3483083.0527,1224238.1261,34.9975," 31:14:40.84305"," 121:35:32.85726",34.9975,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:14.0,2020-01-02 11:13:14.0,2020-01-02 03:13:14.0,2020-01-02 03:13:14.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:04:28.23"
65,pt64,3483083.0503,1224238.1229,34.9915," 31:14:40.84298"," 121:35:32.85713",34.9915,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:15.0,2020-01-02 11:13:15.0,2020-01-02 03:13:15.0,2020-01-02 03:13:15.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:24:45.06"
66,pt65,3483083.0503,1224238.1227,34.9935," 31:14:40.84298"," 121:35:32.85713",34.9935,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:16.0,2020-01-02 11:13:16.0,2020-01-02 03:13:16.0,2020-01-02 03:13:16.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 197:03:09.06"
67,pt66,3483083.0507,1224238.1229,34.9935," 31:14:40.84299"," 121:35:32.85714",34.9935,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:17.0,2020-01-02 11:13:17.0,2020-01-02 03:13:17.0,2020-01-02 03:13:17.0,,2.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:46:48.72"
68,pt67,3483083.0503,1224238.1229,34.9995," 31:14:40.84298"," 121:35:32.85714",34.9995,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:18.0,2020-01-02 11:13:18.0,2020-01-02 03:13:18.0,2020-01-02 03:13:18.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 197:03:09.06"
69,pt68,3483083.0539,1224238.1242,35.0015," 31:14:40.84309"," 121:35:32.85719",35.0015,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:19.0,2020-01-02 11:13:19.0,2020-01-02 03:13:19.0,2020-01-02 03:13:19.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:42:52.23"
70,pt69,3483083.0498,1224238.1229,34.9995," 31:14:40.84296"," 121:35:32.85713",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:20.0,2020-01-02 11:13:20.0,2020-01-02 03:13:20.0,2020-01-02 03:13:20.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 196:59:49.11"
71,pt70,3483083.0502,1224238.1205,35.0015," 31:14:40.84298"," 121:35:32.85705",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:21.0,2020-01-02 11:13:21.0,2020-01-02 03:13:21.0,2020-01-02 03:13:21.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:16:12.72"
72,pt71,3483083.0522,1224238.1232,34.9995," 31:14:40.84304"," 121:35:32.85715",34.9995,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:22.0,2020-01-02 11:13:22.0,2020-01-02 03:13:22.0,2020-01-02 03:13:22.0,,2.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:46"," 196:55:37.11"
73,pt72,3483083.0543,1224238.1241,34.9985," 31:14:40.84311"," 121:35:32.85719",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:23.0,2020-01-02 11:13:23.0,2020-01-02 03:13:23.0,2020-01-02 03:13:23.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:21:45.06"
74,pt73,3483083.0501,1224238.1241,35.0035," 31:14:40.84297"," 121:35:32.85718",35.0035,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:24.0,2020-01-02 11:13:24.0,2020-01-02 03:13:24.0,2020-01-02 03:13:24.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 194:54:35.29"
75,pt74,3483083.0492,1224238.1234,35.0005," 31:14:40.84294"," 121:35:32.85715",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:25.0,2020-01-02 11:13:25.0,2020-01-02 03:13:25.0,2020-01-02 03:13:25.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:42:44.54"
76,pt75,3483083.0488,1224238.1239,35.0025," 31:14:40.84293"," 121:35:32.85717",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:26.0,2020-01-02 11:13:26.0,2020-01-02 03:13:26.0,2020-01-02 03:13:26.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:01"," 196:32:12.46"
77,pt76,3483083.0499,1224238.1210,35.0045," 31:14:40.84297"," 121:35:32.85706",35.0045,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:27.0,2020-01-02 11:13:27.0,2020-01-02 03:13:27.0,2020-01-02 03:13:27.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:33:44.54"
78,pt77,3483083.0511,1224238.1231,35.0055," 31:14:40.84300"," 121:35:32.85714",35.0055,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:28.0,2020-01-02 11:13:28.0,2020-01-02 03:13:28.0,2020-01-02 03:13:28.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:43:12.72"
79,pt78,3483083.0511,1224238.1204,34.9975," 31:14:40.84301"," 121:35:32.85704",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:29.0,2020-01-02 11:13:29.0,2020-01-02 03:13:29.0,2020-01-02 03:13:29.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:10:11.29"
80,pt79,3483083.0498,1224238.1199,35.0015," 31:14:40.84297"," 121:35:32.85702",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:30.0,2020-01-02 11:13:30.0,2020-01-02 03:13:30.0,2020-01-02 03:13:30.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 194:35:59.29"
81,pt80,3483083.0485,1224238.1225,34.9985," 31:14:40.84292"," 121:35:32.85711",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:31.0,2020-01-02 11:13:31.0,2020-01-02 03:13:31.0,2020-01-02 03:13:31.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:22:21.06"
82,pt81,3483083.0505,1224238.1233,35.0005," 31:14:40.84299"," 121:35:32.85715",35.0005,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:32.0,2020-01-02 11:13:32.0,2020-01-02 03:13:32.0,2020-01-02 03:13:32.0,,2.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:33:45.06"
83,pt82,3483083.0498,1224238.1231,34.9935," 31:14:40.84296"," 121:35:32.85714",34.9935,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:33.0,2020-01-02 11:13:33.0,2020-01-02 03:13:33.0,2020-01-02 03:13:33.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:42:45.06"
84,pt83,3483083.0496,1224238.1203,35.0025," 31:14:40.84296"," 121:35:32.85703",35.0025,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:34.0,2020-01-02 11:13:34.0,2020-01-02 03:13:34.0,2020-01-02 03:13:34.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:03:09.06"
85,pt84,3483083.0489,1224238.1232,34.9995," 31:14:40.84293"," 121:35:32.85714",34.9995,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:35.0,2020-01-02 11:13:35.0,2020-01-02 03:13:35.0,2020-01-02 03:13:35.0,,2.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:48:45.06"
86,pt85,3483083.0508,1224238.1227,34.9935," 31:14:40.84299"," 121:35:32.85713",34.9935,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:36.0,2020-01-02 11:13:36.0,2020-01-02 03:13:36.0,2020-01-02 03:13:36.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 196:59:54.17"
87,pt86,3483083.0483,1224238.1234,35.0005," 31:14:40.84292"," 121:35:32.85715",35.0005,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:37.0,2020-01-02 11:13:37.0,2020-01-02 03:13:37.0,2020-01-02 03:13:37.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:01"," 196:34:00.46"
88,pt87,3483083.0515,1224238.1208,34.9985," 31:14:40.84302"," 121:35:32.85706",34.9985,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:38.0,2020-01-02 11:13:38.0,2020-01-02 03:13:38.0,2020-01-02 03:13:38.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:42:06.09"
89,pt88,3483083.0479,1224238.1225,34.9995," 31:14:40.84290"," 121:35:32.85711",34.9995,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:39.0,2020-01-02 11:13:39.0,2020-01-02 03:13:39.0,2020-01-02 03:13:39.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:20:23.29"
90,pt89,3483083.0476,1224238.1238,35.0015," 31:14:40.84289"," 121:35:32.85716",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:40.0,2020-01-02 11:13:40.0,2020-01-02 03:13:40.0,2020-01-02 03:13:40.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:01"," 196:50:12.46"
91,pt90,3483083.0477,1224238.1231,35.0015," 31:14:40.84290"," 121:35:32.85713",35.0015,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:41.0,2020-01-02 11:13:41.0,2020-01-02 03:13:41.0,2020-01-02 03:13:41.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 196:48:42.22"
92,pt91,3483083.0475,1224238.1228,35.0055," 31:14:40.84289"," 121:35:32.85712",35.0055,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:42.0,2020-01-02 11:13:42.0,2020-01-02 03:13:42.0,2020-01-02 03:13:42.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:01"," 196:34:00.46"
93,pt92,3483083.0499,1224238.1233,34.9975," 31:14:40.84297"," 121:35:32.85715",34.9975,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:43.0,2020-01-02 11:13:43.0,2020-01-02 03:13:43.0,2020-01-02 03:13:43.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 197:07:18.22"
94,pt93,3483083.0496,1224238.1233,35.0035," 31:14:40.84296"," 121:35:32.85715",35.0035,1.5125,0.0080,0.0070,0.0200,1,RTK固定解,2020-01-02 11:13:44.0,2020-01-02 11:13:44.0,2020-01-02 03:13:44.0,2020-01-02 03:13:44.0,,2.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:15:36.72"
95,pt94,3483083.0505,1224238.1265,35.0085," 31:14:40.84298"," 121:35:32.85727",35.0085,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:13:45.0,2020-01-02 11:13:45.0,2020-01-02 03:13:45.0,2020-01-02 03:13:45.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 195:50:48.72"
