序号,点名,N,E,Z,B,L,H,未倾斜改正N,未倾斜改正E,未倾斜改正Z,未倾斜改正B,未倾斜改正L,未倾斜改正H,天线高,σN,σE,HRMS,σZ,目标高,量高类型,天线类型,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角,倾斜分量X,倾斜分量Y,倾斜X轴方位角,当地B,当地L,当地H,基站距离,基站方位,偏距,语音文件,图片文件,空间直角X,空间直角Y,空间直角Z,测量时长
149,pt148,3483083.0491,1224238.1234,35.0015," 31:14:40.84294"," 121:35:32.85715",35.0015,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:39.0,2020-01-02 11:14:39.0,2020-01-02 03:14:39.0,2020-01-02 03:14:39.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:08:54.17"," -00:28:12"," -00:30:36"," 149:48:36.00"," 31:14:40.85892"," 121:35:32.86435",35.0015,742.0754," 172:06:41.51306",0.0000,,,-2859303.1195,4649101.2293,3289135.3373,0:0:0
150,pt149,3483083.0510,1224238.1222,35.0025," 31:14:40.84300"," 121:35:32.85711",35.0025,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:40.0,2020-01-02 11:14:40.0,2020-01-02 03:14:40.0,2020-01-02 03:14:40.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 198:22:20.54"," -00:28:12"," -00:31:12"," 150:28:48.00"," 31:14:40.85899"," 121:35:32.86431",35.0025,742.0775," 172:06:41.24803",0.0000,,,-2859303.1184,4649101.2297,3289135.3395,0:0:0
151,pt150,3483083.0484,1224238.1237,34.9985," 31:14:40.84291"," 121:35:32.85716",34.9985,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:41.0,2020-01-02 11:14:41.0,2020-01-02 03:14:41.0,2020-01-02 03:14:41.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 194:56:27.77"," -00:29:24"," -00:29:24"," 149:56:24.00"," 31:14:40.85890"," 121:35:32.86436",34.9985,742.0746," 172:06:41.57381",0.0000,,,-2859303.1186,4649101.2273,3289135.3351,0:0:0
152,pt151,3483083.0492,1224238.1214,34.9985," 31:14:40.84295"," 121:35:32.85708",34.9985,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:42.0,2020-01-02 11:14:42.0,2020-01-02 03:14:42.0,2020-01-02 03:14:42.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 196:56:18.17"," -00:28:12"," -00:30:36"," 149:36:00.00"," 31:14:40.85893"," 121:35:32.86428",34.9985,742.0758," 172:06:40.97170",0.0000,,,-2859303.1164,4649101.2280,3289135.3359,0:0:0
153,pt152,3483083.0475,1224238.1240,35.0085," 31:14:40.84289"," 121:35:32.85717",35.0085,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:43.0,2020-01-02 11:14:43.0,2020-01-02 03:14:43.0,2020-01-02 03:14:43.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 195:57:45.06"," -00:28:12"," -00:30:00"," 149:11:24.00"," 31:14:40.85887"," 121:35:32.86437",35.0085,742.0738," 172:06:41.60199",0.0000,,,-2859303.1234,4649101.2348,3289135.3395,0:0:0
154,pt153,3483083.0486,1224238.1244,35.0065," 31:14:40.84292"," 121:35:32.85718",35.0065,,,,,,,1.5125,0.0080,0.0070,0.0106,0.0200,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:44.0,2020-01-02 11:14:44.0,2020-01-02 03:14:44.0,2020-01-02 03:14:44.0,,2.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:39"," 198:33:52.62"," -00:27:36"," -00:31:12"," 150:03:36.00"," 31:14:40.85890"," 121:35:32.86439",35.0065,742.0748," 172:06:41.74939",0.0000,,,-2859303.1226,4649101.2327,3289135.3394,0:0:0
155,pt154,3483083.0470,1224238.1244,35.0005," 31:14:40.84287"," 121:35:32.85718",35.0005,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:45.0,2020-01-02 11:14:45.0,2020-01-02 03:14:45.0,2020-01-02 03:14:45.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:30"," 198:08:41.14"," -00:28:12"," -00:31:48"," 149:42:36.00"," 31:14:40.85885"," 121:35:32.86438",35.0005,742.0733," 172:06:41.68898",0.0000,,,-2859303.1202,4649101.2291,3289135.3350,0:0:0
156,pt155,3483083.0516,1224238.1238,35.0035," 31:14:40.84302"," 121:35:32.85717",35.0035,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:46.0,2020-01-02 11:14:46.0,2020-01-02 03:14:46.0,2020-01-02 03:14:46.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 196:21:08.96"," -00:29:24"," -00:31:12"," 149:39:00.00"," 31:14:40.85900"," 121:35:32.86437",35.0035,742.0778," 172:06:41.72282",0.0000,,,-2859303.1202,4649101.2293,3289135.3404,0:0:0
157,pt156,3483083.0510,1224238.1245,35.0025," 31:14:40.84300"," 121:35:32.85720",35.0025,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:47.0,2020-01-02 11:14:47.0,2020-01-02 03:14:47.0,2020-01-02 03:14:47.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:53:24.72"," -00:28:48"," -00:30:00"," 149:43:12.00"," 31:14:40.85898"," 121:35:32.86440",35.0025,742.0771," 172:06:41.89100",0.0000,,,-2859303.1205,4649101.2286,3289135.3393,0:0:0
158,pt157,3483083.0495,1224238.1249,35.0135," 31:14:40.84295"," 121:35:32.85721",35.0135,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:48.0,2020-01-02 11:14:48.0,2020-01-02 03:14:48.0,2020-01-02 03:14:48.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:01"," 196:26:48.46"," -00:28:48"," -00:30:36"," 149:42:36.00"," 31:14:40.85893"," 121:35:32.86441",35.0135,742.0757," 172:06:41.92480",0.0000,,,-2859303.1260,4649101.2371,3289135.3438,0:0:0
159,pt158,3483083.0465,1224238.1224,35.0135," 31:14:40.84286"," 121:35:32.85710",35.0135,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:49.0,2020-01-02 11:14:49.0,2020-01-02 03:14:49.0,2020-01-02 03:14:49.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:04:42.17"," -00:28:12"," -00:30:36"," 149:44:24.00"," 31:14:40.85884"," 121:35:32.86431",35.0135,742.0731," 172:06:41.12314",0.0000,,,-2859303.1244,4649101.2397,3289135.3414,0:0:0
160,pt159,3483083.0486,1224238.1219,35.0065," 31:14:40.84293"," 121:35:32.85709",35.0065,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:50.0,2020-01-02 11:14:50.0,2020-01-02 03:14:50.0,2020-01-02 03:14:50.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:04:42.17"," -00:28:12"," -00:30:36"," 149:44:24.00"," 31:14:40.85891"," 121:35:32.86429",35.0065,742.0752," 172:06:41.06680",0.0000,,,-2859303.1204,4649101.2339,3289135.3396,0:0:0
161,pt160,3483083.0489,1224238.1234,35.0135," 31:14:40.84293"," 121:35:32.85715",35.0135,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:51.0,2020-01-02 11:14:51.0,2020-01-02 03:14:51.0,2020-01-02 03:14:51.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:01:12.72"," -00:28:48"," -00:30:00"," 149:51:00.00"," 31:14:40.85892"," 121:35:32.86435",35.0135,742.0753," 172:06:41.50144",0.0000,,,-2859303.1249,4649101.2381,3289135.3434,0:0:0
162,pt161,3483083.0492,1224238.1225,35.0065," 31:14:40.84294"," 121:35:32.85712",35.0065,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:52.0,2020-01-02 11:14:52.0,2020-01-02 03:14:52.0,2020-01-02 03:14:52.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:37:56.54"," -00:28:12"," -00:31:12"," 149:44:24.00"," 31:14:40.85893"," 121:35:32.86432",35.0065,742.0757," 172:06:41.25647",0.0000,,,-2859303.1209,4649101.2333,3289135.3400,0:0:0
163,pt162,3483083.0514,1224238.1226,35.0065," 31:14:40.84301"," 121:35:32.85712",35.0065,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:53.0,2020-01-02 11:14:53.0,2020-01-02 03:14:53.0,2020-01-02 03:14:53.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:39"," 198:42:16.62"," -00:27:36"," -00:31:12"," 150:12:00.00"," 31:14:40.85900"," 121:35:32.86433",35.0065,742.0778," 172:06:41.36409",0.0000,,,-2859303.1205,4649101.2323,3289135.3419,0:0:0
164,pt163,3483083.0514,1224238.1242,35.0085," 31:14:40.84301"," 121:35:32.85719",35.0085,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:54.0,2020-01-02 11:14:54.0,2020-01-02 03:14:54.0,2020-01-02 03:14:54.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:01:57.06"," -00:28:12"," -00:30:00"," 149:15:36.00"," 31:14:40.85899"," 121:35:32.86439",35.0085,742.0776," 172:06:41.81985",0.0000,,,-2859303.1228,4649101.2329,3289135.3428,0:0:0
165,pt164,3483083.0483,1224238.1223,35.0135," 31:14:40.84292"," 121:35:32.85711",35.0135,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:55.0,2020-01-02 11:14:55.0,2020-01-02 03:14:55.0,2020-01-02 03:14:55.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:13:42.17"," -00:28:12"," -00:30:36"," 149:53:24.00"," 31:14:40.85890"," 121:35:32.86431",35.0135,742.0749," 172:06:41.18778",0.0000,,,-2859303.1241,4649101.2389,3289135.3429,0:0:0
166,pt165,3483083.0504,1224238.1259,35.0055," 31:14:40.84298"," 121:35:32.85725",35.0055,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:56.0,2020-01-02 11:14:56.0,2020-01-02 03:14:56.0,2020-01-02 03:14:56.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:30"," 197:51:17.14"," -00:28:12"," -00:31:48"," 149:25:12.00"," 31:14:40.85896"," 121:35:32.86445",35.0055,742.0764," 172:06:42.23529",0.0000,,,-2859303.1231,4649101.2304,3289135.3403,0:0:0
167,pt166,3483083.0502,1224238.1259,35.0105," 31:14:40.84297"," 121:35:32.85725",35.0105,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:57.0,2020-01-02 11:14:57.0,2020-01-02 03:14:57.0,2020-01-02 03:14:57.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:51:08.54"," -00:28:12"," -00:31:12"," 149:57:36.00"," 31:14:40.85895"," 121:35:32.86445",35.0105,742.0762," 172:06:42.23106",0.0000,,,-2859303.1254,4649101.2341,3289135.3427,0:0:0
168,pt167,3483083.0469,1224238.1259,35.0135," 31:14:40.84286"," 121:35:32.85724",35.0135,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:58.0,2020-01-02 11:14:58.0,2020-01-02 03:14:58.0,2020-01-02 03:14:58.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 196:12:24.72"," -00:29:24"," -00:30:36"," 150:03:36.00"," 31:14:40.85885"," 121:35:32.86444",35.0135,742.0730," 172:06:42.11587",0.0000,,,-2859303.1275,4649101.2378,3289135.3415,0:0:0
169,pt168,3483083.0467,1224238.1258,35.0105," 31:14:40.84286"," 121:35:32.85723",35.0105,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:14:59.0,2020-01-02 11:14:59.0,2020-01-02 03:14:59.0,2020-01-02 03:14:59.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 196:42:44.96"," -00:29:24"," -00:31:12"," 150:00:36.00"," 31:14:40.85884"," 121:35:32.86443",35.0105,742.0728," 172:06:42.06761",0.0000,,,-2859303.1260,4649101.2358,3289135.3397,0:0:0
170,pt169,3483083.0488,1224238.1253,35.0135," 31:14:40.84292"," 121:35:32.85722",35.0135,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:00.0,2020-01-02 11:15:00.0,2020-01-02 03:15:00.0,2020-01-02 03:15:00.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:43"," 198:49:40.64"," -00:27:00"," -00:31:48"," 149:09:36.00"," 31:14:40.85891"," 121:35:32.86442",35.0135,742.0749," 172:06:42.00211",0.0000,,,-2859303.1265,4649101.2373,3289135.3431,0:0:0
171,pt170,3483083.0476,1224238.1264,35.0025," 31:14:40.84288"," 121:35:32.85726",35.0025,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:01.0,2020-01-02 11:15:01.0,2020-01-02 03:15:01.0,2020-01-02 03:15:01.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:49:20.54"," -00:28:12"," -00:31:12"," 149:55:48.00"," 31:14:40.85887"," 121:35:32.86446",35.0025,742.0735," 172:06:42.26468",0.0000,,,-2859303.1228,4649101.2293,3289135.3363,0:0:0
172,pt171,3483083.0479,1224238.1268,35.0135," 31:14:40.84289"," 121:35:32.85727",35.0135,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:02.0,2020-01-02 11:15:02.0,2020-01-02 03:15:02.0,2020-01-02 03:15:02.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 194:28:15.93"," -00:30:00"," -00:30:00"," 149:28:12.00"," 31:14:40.85887"," 121:35:32.86448",35.0135,742.0738," 172:06:42.39254",0.0000,,,-2859303.1280,4649101.2369,3289135.3422,0:0:0
173,pt172,3483083.0478,1224238.1232,35.0135," 31:14:40.84290"," 121:35:32.85714",35.0135,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:03.0,2020-01-02 11:15:03.0,2020-01-02 03:15:03.0,2020-01-02 03:15:03.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:51"," 195:00:13.82"," -00:30:36"," -00:30:00"," 150:34:12.00"," 31:14:40.85888"," 121:35:32.86434",35.0135,742.0742," 172:06:41.41355",0.0000,,,-2859303.1250,4649101.2387,3289135.3424,0:0:0
174,pt173,3483083.0515,1224238.1252,35.0085," 31:14:40.84301"," 121:35:32.85722",35.0085,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:04.0,2020-01-02 11:15:04.0,2020-01-02 03:15:04.0,2020-01-02 03:15:04.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:18:52.23"," -00:28:12"," -00:29:24"," 150:07:12.00"," 31:14:40.85900"," 121:35:32.86443",35.0085,742.0776," 172:06:42.09898",0.0000,,,-2859303.1236,4649101.2323,3289135.3429,0:0:0
175,pt174,3483083.0491,1224238.1244,35.0085," 31:14:40.84294"," 121:35:32.85719",35.0085,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:05.0,2020-01-02 11:15:05.0,2020-01-02 03:15:05.0,2020-01-02 03:15:05.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:33:44.54"," -00:28:12"," -00:31:12"," 149:40:12.00"," 31:14:40.85892"," 121:35:32.86439",35.0085,742.0754," 172:06:41.76842",0.0000,,,-2859303.1234,4649101.2339,3289135.3409,0:0:0
176,pt175,3483083.0504,1224238.1257,35.0125," 31:14:40.84298"," 121:35:32.85724",35.0125,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:06.0,2020-01-02 11:15:06.0,2020-01-02 03:15:06.0,2020-01-02 03:15:06.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:01"," 196:45:24.46"," -00:28:48"," -00:30:36"," 150:01:12.00"," 31:14:40.85896"," 121:35:32.86444",35.0125,742.0765," 172:06:42.18245",0.0000,,,-2859303.1261,4649101.2356,3289135.3440,0:0:0
177,pt176,3483083.0508,1224238.1246,35.0075," 31:14:40.84299"," 121:35:32.85720",35.0075,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:07.0,2020-01-02 11:15:07.0,2020-01-02 03:15:07.0,2020-01-02 03:15:07.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 197:15:06.22"," -00:28:48"," -00:31:12"," 149:57:36.00"," 31:14:40.85897"," 121:35:32.86440",35.0075,742.0770," 172:06:41.90103",0.0000,,,-2859303.1228,4649101.2322,3289135.3418,0:0:0
178,pt177,3483083.0500,1224238.1256,35.0045," 31:14:40.84296"," 121:35:32.85723",35.0045,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:08.0,2020-01-02 11:15:08.0,2020-01-02 03:15:08.0,2020-01-02 03:15:08.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 196:25:56.96"," -00:29:24"," -00:31:12"," 149:43:48.00"," 31:14:40.85895"," 121:35:32.86443",35.0045,742.0760," 172:06:42.13543",0.0000,,,-2859303.1225,4649101.2300,3289135.3395,0:0:0
179,pt178,3483083.0478,1224238.1230,35.0045," 31:14:40.84290"," 121:35:32.85713",35.0045,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:09.0,2020-01-02 11:15:09.0,2020-01-02 03:15:09.0,2020-01-02 03:15:09.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 195:36:16.23"," -00:28:12"," -00:29:24"," 149:24:36.00"," 31:14:40.85888"," 121:35:32.86433",35.0045,742.0743," 172:06:41.34927",0.0000,,,-2859303.1207,4649101.2323,3289135.3378,0:0:0
180,pt179,3483083.0504,1224238.1263,35.0125," 31:14:40.84297"," 121:35:32.85726",35.0125,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:10.0,2020-01-02 11:15:10.0,2020-01-02 03:15:10.0,2020-01-02 03:15:10.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:49"," 199:02:14.56"," -00:27:00"," -00:30:36"," 150:27:36.00"," 31:14:40.85896"," 121:35:32.86446",35.0125,742.0764," 172:06:42.35275",0.0000,,,-2859303.1266,4649101.2353,3289135.3439,0:0:0
181,pt180,3483083.0509,1224238.1262,35.0095," 31:14:40.84299"," 121:35:32.85726",35.0095,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:11.0,2020-01-02 11:15:11.0,2020-01-02 03:15:11.0,2020-01-02 03:15:11.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:11:54.17"," -00:28:12"," -00:30:36"," 149:51:36.00"," 31:14:40.85898"," 121:35:32.86446",35.0095,742.0769," 172:06:42.33725",0.0000,,,-2859303.1250,4649101.2329,3289135.3428,0:0:0
182,pt181,3483083.0486,1224238.1277,35.0115," 31:14:40.84291"," 121:35:32.85731",35.0115,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:12.0,2020-01-02 11:15:12.0,2020-01-02 03:15:12.0,2020-01-02 03:15:12.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:27:36.72"," -00:28:48"," -00:30:00"," 150:17:24.00"," 31:14:40.85890"," 121:35:32.86451",35.0115,742.0744," 172:06:42.66023",0.0000,,,-2859303.1277,4649101.2347,3289135.3418,0:0:0
183,pt182,3483083.0487,1224238.1269,35.0125," 31:14:40.84292"," 121:35:32.85728",35.0125,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:13.0,2020-01-02 11:15:13.0,2020-01-02 03:15:13.0,2020-01-02 03:15:13.0,,1.0,34,19,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:22:11.29"," -00:29:24"," -00:30:00"," 149:47:24.00"," 31:14:40.85890"," 121:35:32.86448",35.0125,742.0746," 172:06:42.45682",0.0000,,,-2859303.1275,4649101.2358,3289135.3424,0:0:0
184,pt183,3483083.0486,1224238.1256,35.0075," 31:14:40.84292"," 121:35:32.85723",35.0075,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:14.0,2020-01-02 11:15:14.0,2020-01-02 03:15:14.0,2020-01-02 03:15:14.0,,1.0,34,20,1.6000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:23:30.09"," -00:28:48"," -00:29:24"," 149:48:00.00"," 31:14:40.85890"," 121:35:32.86443",35.0075,742.0747," 172:06:42.08699",0.0000,,,-2859303.1241,4649101.2328,3289135.3398,0:0:0
185,pt184,3483083.0492,1224238.1246,35.0065," 31:14:40.84294"," 121:35:32.85720",35.0065,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:15.0,2020-01-02 11:15:15.0,2020-01-02 03:15:15.0,2020-01-02 03:15:15.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 195:58:00.72"," -00:29:24"," -00:30:36"," 149:49:12.00"," 31:14:40.85892"," 121:35:32.86440",35.0065,742.0754," 172:06:41.83886",0.0000,,,-2859303.1227,4649101.2323,3289135.3398,0:0:0
186,pt185,3483083.0474,1224238.1249,35.0135," 31:14:40.84288"," 121:35:32.85720",35.0135,,,,,,,1.5125,0.0070,0.0070,0.0099,0.0190,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 11:15:16.0,2020-01-02 11:15:16.0,2020-01-02 03:15:16.0,2020-01-02 03:15:16.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:07:48.72"," -00:28:48"," -00:30:00"," 149:57:36.00"," 31:14:40.85886"," 121:35:32.86440",35.0135,742.0736," 172:06:41.85276",0.0000,,,-2859303.1265,4649101.2381,3289135.3419,0:0:0
