序号,点名,N,E,Z,B,L,H,天线高,σN,σE,σZ,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角
63,pt62,3483083.0576,1224238.1222,35.0025," 31:14:40.84322"," 121:35:32.85713",35.0025,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:39.0,2020-01-02 10:50:39.0,2020-01-02 02:50:39.0,2020-01-02 02:50:39.0,,2.0,32,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:58"," 194:40:52.41"
64,pt63,3483083.0588,1224238.1208,35.0085," 31:14:40.84326"," 121:35:32.85708",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:40.0,2020-01-02 10:50:40.0,2020-01-02 02:50:40.0,2020-01-02 02:50:40.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 194:56:12.72"
65,pt64,3483083.0555,1224238.1220,35.0105," 31:14:40.84315"," 121:35:32.85711",35.0105,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:41.0,2020-01-02 10:50:41.0,2020-01-02 02:50:41.0,2020-01-02 02:50:41.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:58"," 194:42:04.41"
66,pt65,3483083.0556,1224238.1215,35.0155," 31:14:40.84315"," 121:35:32.85709",35.0155,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:42.0,2020-01-02 10:50:42.0,2020-01-02 02:50:42.0,2020-01-02 02:50:42.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:58"," 194:07:52.41"
67,pt66,3483083.0568,1224238.1198,35.0095," 31:14:40.84320"," 121:35:32.85703",35.0095,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:43.0,2020-01-02 10:50:43.0,2020-01-02 02:50:43.0,2020-01-02 02:50:43.0,,2.0,31,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:17:48.72"
68,pt67,3483083.0588,1224238.1183,35.0145," 31:14:40.84326"," 121:35:32.85698",35.0145,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:44.0,2020-01-02 10:50:44.0,2020-01-02 02:50:44.0,2020-01-02 02:50:44.0,,3.0,31,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:37:19.79"
69,pt68,3483083.0578,1224238.1188,35.0055," 31:14:40.84323"," 121:35:32.85700",35.0055,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:45.0,2020-01-02 10:50:45.0,2020-01-02 02:50:45.0,2020-01-02 02:50:45.0,,2.0,31,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:04:36.72"
70,pt69,3483083.0596,1224238.1206,35.0005," 31:14:40.84328"," 121:35:32.85707",35.0005,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:46.0,2020-01-02 10:50:46.0,2020-01-02 02:50:46.0,2020-01-02 02:50:46.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:58"," 194:47:28.41"
71,pt70,3483083.0578,1224238.1217,35.0065," 31:14:40.84322"," 121:35:32.85711",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:47.0,2020-01-02 10:50:47.0,2020-01-02 02:50:47.0,2020-01-02 02:50:47.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 193:46:40.14"
72,pt71,3483083.0601,1224238.1243,35.0045," 31:14:40.84329"," 121:35:32.85721",35.0045,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:48.0,2020-01-02 10:50:48.0,2020-01-02 02:50:48.0,2020-01-02 02:50:48.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 194:57:24.72"
73,pt72,3483083.0574,1224238.1214,35.0125," 31:14:40.84321"," 121:35:32.85709",35.0125,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:49.0,2020-01-02 10:50:49.0,2020-01-02 02:50:49.0,2020-01-02 02:50:49.0,,2.0,32,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:04:36.72"
74,pt73,3483083.0562,1224238.1191,35.0095," 31:14:40.84318"," 121:35:32.85701",35.0095,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:50.0,2020-01-02 10:50:50.0,2020-01-02 02:50:50.0,2020-01-02 02:50:50.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:21:24.72"
75,pt74,3483083.0537,1224238.1181,35.0125," 31:14:40.84310"," 121:35:32.85696",35.0125,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:51.0,2020-01-02 10:50:51.0,2020-01-02 02:50:51.0,2020-01-02 02:50:51.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:12:43.79"
76,pt75,3483083.0550,1224238.1170,35.0075," 31:14:40.84314"," 121:35:32.85693",35.0075,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:52.0,2020-01-02 10:50:52.0,2020-01-02 02:50:52.0,2020-01-02 02:50:52.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:24"," 194:26:44.82"
77,pt76,3483083.0535,1224238.1211,35.0115," 31:14:40.84309"," 121:35:32.85707",35.0115,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:53.0,2020-01-02 10:50:53.0,2020-01-02 02:50:53.0,2020-01-02 02:50:53.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 194:09:37.03"
78,pt77,3483083.0550,1224238.1196,35.0115," 31:14:40.84314"," 121:35:32.85702",35.0115,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:54.0,2020-01-02 10:50:54.0,2020-01-02 02:50:54.0,2020-01-02 02:50:54.0,,2.0,31,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:36:24.72"
79,pt78,3483083.0570,1224238.1207,35.0105," 31:14:40.84320"," 121:35:32.85707",35.0105,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:55.0,2020-01-02 10:50:55.0,2020-01-02 02:50:55.0,2020-01-02 02:50:55.0,,2.0,31,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:22:22.44"
80,pt79,3483083.0579,1224238.1223,35.0055," 31:14:40.84323"," 121:35:32.85713",35.0055,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:56.0,2020-01-02 10:50:56.0,2020-01-02 02:50:56.0,2020-01-02 02:50:56.0,,2.0,31,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:27:24.72"
81,pt80,3483083.0543,1224238.1229,35.0085," 31:14:40.84311"," 121:35:32.85715",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:57.0,2020-01-02 10:50:57.0,2020-01-02 02:50:57.0,2020-01-02 02:50:57.0,,2.0,31,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:37:16.25"
82,pt81,3483083.0575,1224238.1156,35.0065," 31:14:40.84323"," 121:35:32.85688",35.0065,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:58.0,2020-01-02 10:50:58.0,2020-01-02 02:50:58.0,2020-01-02 02:50:58.0,,2.0,30,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:20:12.72"
83,pt82,3483083.0584,1224238.1187,35.0035," 31:14:40.84325"," 121:35:32.85700",35.0035,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:50:59.0,2020-01-02 10:50:59.0,2020-01-02 02:50:59.0,2020-01-02 02:50:59.0,,2.0,30,14,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:06:24.72"
84,pt83,3483083.0544,1224238.1198,35.0145," 31:14:40.84312"," 121:35:32.85703",35.0145,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:00.0,2020-01-02 10:51:00.0,2020-01-02 02:51:00.0,2020-01-02 02:51:00.0,,2.0,30,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:24"," 193:32:44.82"
85,pt84,3483083.0543,1224238.1207,35.0165," 31:14:40.84311"," 121:35:32.85706",35.0165,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:01.0,2020-01-02 10:51:01.0,2020-01-02 02:51:01.0,2020-01-02 02:51:01.0,,2.0,30,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:04:00.72"
86,pt85,3483083.0574,1224238.1188,35.0075," 31:14:40.84322"," 121:35:32.85700",35.0075,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:02.0,2020-01-02 10:51:02.0,2020-01-02 02:51:02.0,2020-01-02 02:51:02.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:24"," 195:25:36.18"
87,pt86,3483083.0578,1224238.1200,35.0105," 31:14:40.84323"," 121:35:32.85704",35.0105,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:03.0,2020-01-02 10:51:03.0,2020-01-02 02:51:03.0,2020-01-02 02:51:03.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:51:07.79"
88,pt87,3483083.0566,1224238.1188,35.0085," 31:14:40.84319"," 121:35:32.85700",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:04.0,2020-01-02 10:51:04.0,2020-01-02 02:51:04.0,2020-01-02 02:51:04.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:28:04.09"
89,pt88,3483083.0569,1224238.1190,35.0035," 31:14:40.84320"," 121:35:32.85700",35.0035,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:05.0,2020-01-02 10:51:05.0,2020-01-02 02:51:05.0,2020-01-02 02:51:05.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 194:59:12.72"
90,pt89,3483083.0552,1224238.1203,35.0075," 31:14:40.84314"," 121:35:32.85705",35.0075,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:06.0,2020-01-02 10:51:06.0,2020-01-02 02:51:06.0,2020-01-02 02:51:06.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:27"," 196:54:24.16"
91,pt90,3483083.0551,1224238.1188,35.0085," 31:14:40.84314"," 121:35:32.85699",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:07.0,2020-01-02 10:51:07.0,2020-01-02 02:51:07.0,2020-01-02 02:51:07.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:24"," 194:03:20.82"
92,pt91,3483083.0555,1224238.1223,35.0085," 31:14:40.84315"," 121:35:32.85712",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:08.0,2020-01-02 10:51:08.0,2020-01-02 02:51:08.0,2020-01-02 02:51:08.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:24"," 195:36:24.18"
93,pt92,3483083.0587,1224238.1221,35.0075," 31:14:40.84325"," 121:35:32.85713",35.0075,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:09.0,2020-01-02 10:51:09.0,2020-01-02 02:51:09.0,2020-01-02 02:51:09.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:25:00.72"
94,pt93,3483083.0581,1224238.1189,35.0035," 31:14:40.84324"," 121:35:32.85700",35.0035,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:10.0,2020-01-02 10:51:10.0,2020-01-02 02:51:10.0,2020-01-02 02:51:10.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:03:24.72"
95,pt94,3483083.0538,1224238.1208,35.0095," 31:14:40.84310"," 121:35:32.85707",35.0095,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:11.0,2020-01-02 10:51:11.0,2020-01-02 02:51:11.0,2020-01-02 02:51:11.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:32:12.72"
96,pt95,3483083.0540,1224238.1197,35.0085," 31:14:40.84310"," 121:35:32.85702",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:12.0,2020-01-02 10:51:12.0,2020-01-02 02:51:12.0,2020-01-02 02:51:12.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:33:24.72"
97,pt96,3483083.0553,1224238.1184,35.0085," 31:14:40.84315"," 121:35:32.85698",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:13.0,2020-01-02 10:51:13.0,2020-01-02 02:51:13.0,2020-01-02 02:51:13.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:35:12.72"
98,pt97,3483083.0573,1224238.1209,35.0095," 31:14:40.84321"," 121:35:32.85708",35.0095,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:14.0,2020-01-02 10:51:14.0,2020-01-02 02:51:14.0,2020-01-02 02:51:14.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:54:07.79"
99,pt98,3483083.0569,1224238.1220,35.0075," 31:14:40.84319"," 121:35:32.85712",35.0075,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:15.0,2020-01-02 10:51:15.0,2020-01-02 02:51:15.0,2020-01-02 02:51:15.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:37:00.72"
100,pt99,3483083.0586,1224238.1249,35.0055," 31:14:40.84324"," 121:35:32.85723",35.0055,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:16.0,2020-01-02 10:51:16.0,2020-01-02 02:51:16.0,2020-01-02 02:51:16.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:20:48.72"
101,pt100,3483083.0578,1224238.1219,35.0035," 31:14:40.84322"," 121:35:32.85712",35.0035,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:17.0,2020-01-02 10:51:17.0,2020-01-02 02:51:17.0,2020-01-02 02:51:17.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 194:57:24.72"
102,pt101,3483083.0601,1224238.1249,35.0105," 31:14:40.84329"," 121:35:32.85724",35.0105,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:18.0,2020-01-02 10:51:18.0,2020-01-02 02:51:18.0,2020-01-02 02:51:18.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:51:43.79"
103,pt102,3483083.0569,1224238.1230,35.0115," 31:14:40.84319"," 121:35:32.85716",35.0115,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:19.0,2020-01-02 10:51:19.0,2020-01-02 02:51:19.0,2020-01-02 02:51:19.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:56:34.44"
104,pt103,3483083.0553,1224238.1201,35.0135," 31:14:40.84315"," 121:35:32.85704",35.0135,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:20.0,2020-01-02 10:51:20.0,2020-01-02 02:51:20.0,2020-01-02 02:51:20.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:49"," 194:30:40.58"
105,pt104,3483083.0572,1224238.1204,35.0135," 31:14:40.84321"," 121:35:32.85706",35.0135,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:21.0,2020-01-02 10:51:21.0,2020-01-02 02:51:21.0,2020-01-02 02:51:21.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:24"," 195:24:24.18"
106,pt105,3483083.0567,1224238.1219,35.0115," 31:14:40.84319"," 121:35:32.85711",35.0115,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:22.0,2020-01-02 10:51:22.0,2020-01-02 02:51:22.0,2020-01-02 02:51:22.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:02:12.72"
107,pt106,3483083.0579,1224238.1217,35.0075," 31:14:40.84323"," 121:35:32.85711",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:51:23.0,2020-01-02 10:51:23.0,2020-01-02 02:51:23.0,2020-01-02 02:51:23.0,,1.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:39:07.79"
108,pt107,3483083.0593,1224238.1223,35.0145," 31:14:40.84327"," 121:35:32.85714",35.0145,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:24.0,2020-01-02 10:51:24.0,2020-01-02 02:51:24.0,2020-01-02 02:51:24.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 194:58:36.72"
109,pt108,3483083.0574,1224238.1202,35.0045," 31:14:40.84321"," 121:35:32.85705",35.0045,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:25.0,2020-01-02 10:51:25.0,2020-01-02 02:51:25.0,2020-01-02 02:51:25.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:33:43.79"
110,pt109,3483083.0600,1224238.1226,35.0025," 31:14:40.84329"," 121:35:32.85715",35.0025,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:26.0,2020-01-02 10:51:26.0,2020-01-02 02:51:26.0,2020-01-02 02:51:26.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:06:10.44"
111,pt110,3483083.0598,1224238.1221,35.0035," 31:14:40.84329"," 121:35:32.85713",35.0035,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:27.0,2020-01-02 10:51:27.0,2020-01-02 02:51:27.0,2020-01-02 02:51:27.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 193:47:25.03"
112,pt111,3483083.0595,1224238.1196,35.0115," 31:14:40.84328"," 121:35:32.85704",35.0115,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:28.0,2020-01-02 10:51:28.0,2020-01-02 02:51:28.0,2020-01-02 02:51:28.0,,2.0,30,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 193:53:05.63"
113,pt112,3483083.0576,1224238.1242,35.0045," 31:14:40.84321"," 121:35:32.85720",35.0045,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:29.0,2020-01-02 10:51:29.0,2020-01-02 02:51:29.0,2020-01-02 02:51:29.0,,2.0,30,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 194:08:05.63"
114,pt113,3483083.0594,1224238.1215,35.0075," 31:14:40.84328"," 121:35:32.85711",35.0075,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:30.0,2020-01-02 10:51:30.0,2020-01-02 02:51:30.0,2020-01-02 02:51:30.0,,2.0,30,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:43:22.44"
115,pt114,3483083.0580,1224238.1224,35.0055," 31:14:40.84323"," 121:35:32.85714",35.0055,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:31.0,2020-01-02 10:51:31.0,2020-01-02 02:51:31.0,2020-01-02 02:51:31.0,,2.0,30,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:13:04.09"
116,pt115,3483083.0561,1224238.1231,35.0075," 31:14:40.84317"," 121:35:32.85716",35.0075,1.5125,0.0090,0.0080,0.0220,1,RTK固定解,2020-01-02 10:51:32.0,2020-01-02 10:51:32.0,2020-01-02 02:51:32.0,2020-01-02 02:51:32.0,,1.0,30,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 195:54:28.09"
117,pt116,3483083.0584,1224238.1232,35.0085," 31:14:40.84324"," 121:35:32.85716",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:33.0,2020-01-02 10:51:33.0,2020-01-02 02:51:33.0,2020-01-02 02:51:33.0,,2.0,30,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 196:29:48.86"
118,pt117,3483083.0581,1224238.1225,35.0075," 31:14:40.84323"," 121:35:32.85714",35.0075,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:34.0,2020-01-02 10:51:34.0,2020-01-02 02:51:34.0,2020-01-02 02:51:34.0,,2.0,30,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:04:36.86"
119,pt118,3483083.0590,1224238.1241,34.9985," 31:14:40.84326"," 121:35:32.85720",34.9985,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:35.0,2020-01-02 10:51:35.0,2020-01-02 02:51:35.0,2020-01-02 02:51:35.0,,2.0,30,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:13:00.72"
120,pt119,3483083.0589,1224238.1249,35.0075," 31:14:40.84325"," 121:35:32.85723",35.0075,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:36.0,2020-01-02 10:51:36.0,2020-01-02 02:51:36.0,2020-01-02 02:51:36.0,,2.0,30,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:32:48.72"
121,pt120,3483083.0552,1224238.1209,35.0125," 31:14:40.84314"," 121:35:32.85707",35.0125,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:37.0,2020-01-02 10:51:37.0,2020-01-02 02:51:37.0,2020-01-02 02:51:37.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:33:44.96"
122,pt121,3483083.0563,1224238.1210,35.0105," 31:14:40.84317"," 121:35:32.85708",35.0105,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:38.0,2020-01-02 10:51:38.0,2020-01-02 02:51:38.0,2020-01-02 02:51:38.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 196:03:24.72"
123,pt122,3483083.0574,1224238.1203,35.0045," 31:14:40.84321"," 121:35:32.85705",35.0045,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:39.0,2020-01-02 10:51:39.0,2020-01-02 02:51:39.0,2020-01-02 02:51:39.0,,2.0,31,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:08:34.44"
124,pt123,3483083.0589,1224238.1221,35.0025," 31:14:40.84326"," 121:35:32.85713",35.0025,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:40.0,2020-01-02 10:51:40.0,2020-01-02 02:51:40.0,2020-01-02 02:51:40.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:17:16.09"
125,pt124,3483083.0592,1224238.1212,34.9985," 31:14:40.84327"," 121:35:32.85709",34.9985,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:41.0,2020-01-02 10:51:41.0,2020-01-02 02:51:41.0,2020-01-02 02:51:41.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:26"," 196:13:36.72"
126,pt125,3483083.0569,1224238.1208,35.0085," 31:14:40.84320"," 121:35:32.85707",35.0085,1.5125,0.0090,0.0080,0.0230,1,RTK固定解,2020-01-02 10:51:42.0,2020-01-02 10:51:42.0,2020-01-02 02:51:42.0,2020-01-02 02:51:42.0,,2.0,31,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:00"," 195:32:59.29"
