序号,点名,N,E,Z,B,L,H,未倾斜改正N,未倾斜改正E,未倾斜改正Z,未倾斜改正B,未倾斜改正L,未倾斜改正H,天线高,σN,σE,HRMS,σZ,目标高,量高类型,天线类型,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角,倾斜分量X,倾斜分量Y,倾斜X轴方位角,当地B,当地L,当地H,基站距离,基站方位,偏距,语音文件,图片文件,空间直角X,空间直角Y,空间直角Z,测量时长
190,pt189,3483083.0600,1224238.1234,35.0075," 31:14:40.84329"," 121:35:32.85718",35.0075,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:46.0,2020-01-02 10:52:46.0,2020-01-02 02:52:46.0,2020-01-02 02:52:46.0,,1.0,31,14,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 197:39:01.29"," -00:29:24"," -00:32:24"," 149:52:12.00"," 31:14:40.85927"," 121:35:32.86438",35.0075,929.4852," 46:38:23.62042",0.0000,,,-2859303.1198,4649101.2285,3289135.3496,0:0:0
191,pt190,3483083.0626,1224238.1226,35.0075," 31:14:40.84338"," 121:35:32.85715",35.0075,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:47.0,2020-01-02 10:52:47.0,2020-01-02 02:52:47.0,2020-01-02 02:52:47.0,,2.0,31,14,1.9000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:52"," 196:34:56.96"," -00:29:24"," -00:31:12"," 149:52:48.00"," 31:14:40.85936"," 121:35:32.86435",35.0075,929.4840," 46:38:24.15758",0.0000,,,-2859303.1186,4649101.2277,3289135.3519,0:0:0
192,pt191,3483083.0602,1224238.1217,35.0095," 31:14:40.84330"," 121:35:32.85712",35.0095,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:48.0,2020-01-02 10:52:48.0,2020-01-02 02:52:48.0,2020-01-02 02:52:48.0,,1.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:43"," 197:10:46.26"," -00:30:00"," -00:31:48"," 150:30:36.00"," 31:14:40.85928"," 121:35:32.86432",35.0095,929.4863," 46:38:23.89608",0.0000,,,-2859303.1192,4649101.2307,3289135.3509,0:0:0
193,pt192,3483083.0608,1224238.1232,35.0095," 31:14:40.84332"," 121:35:32.85717",35.0095,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:49.0,2020-01-02 10:52:49.0,2020-01-02 02:52:49.0,2020-01-02 02:52:49.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:26"," 196:07:00.72"," -00:29:24"," -00:30:36"," 149:58:12.00"," 31:14:40.85930"," 121:35:32.86437",35.0095,929.4847," 46:38:23.77419",0.0000,,,-2859303.1204,4649101.2296,3289135.3514,0:0:0
194,pt193,3483083.0632,1224238.1269,35.0025," 31:14:40.84339"," 121:35:32.85732",35.0025,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:50.0,2020-01-02 10:52:50.0,2020-01-02 02:52:50.0,2020-01-02 02:52:50.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:18"," 197:04:36.86"," -00:29:24"," -00:31:48"," 149:49:48.00"," 31:14:40.85937"," 121:35:32.86452",35.0025,929.4804," 46:38:23.60944",0.0000,,,-2859303.1199,4649101.2216,3289135.3496,0:0:0
195,pt194,3483083.0625,1224238.1245,35.0105," 31:14:40.84337"," 121:35:32.85723",35.0105,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:51.0,2020-01-02 10:52:51.0,2020-01-02 02:52:51.0,2020-01-02 02:52:51.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:27:28.09"," -00:30:36"," -00:32:24"," 149:49:12.00"," 31:14:40.85935"," 121:35:32.86443",35.0105,929.4826," 46:38:23.85528",0.0000,,,-2859303.1216,4649101.2289,3289135.3533,0:0:0
196,pt195,3483083.0642,1224238.1223,35.0055," 31:14:40.84343"," 121:35:32.85715",35.0055,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:52.0,2020-01-02 10:52:52.0,2020-01-02 02:52:52.0,2020-01-02 02:52:52.0,,1.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:45"," 198:24:01.29"," -00:29:24"," -00:32:24"," 150:37:12.00"," 31:14:40.85941"," 121:35:32.86435",35.0055,929.4830," 46:38:24.45972",0.0000,,,-2859303.1171,4649101.2256,3289135.3522,0:0:0
197,pt196,3483083.0626,1224238.1235,35.0025," 31:14:40.84337"," 121:35:32.85719",35.0025,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:53.0,2020-01-02 10:52:53.0,2020-01-02 02:52:53.0,2020-01-02 02:52:53.0,,1.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:04:38.70"," -00:30:36"," -00:31:12"," 149:31:12.00"," 31:14:40.85936"," 121:35:32.86439",35.0025,929.4833," 46:38:24.01295",0.0000,,,-2859303.1171,4649101.2236,3289135.3492,0:0:0
198,pt197,3483083.0624,1224238.1225,35.0035," 31:14:40.84337"," 121:35:32.85715",35.0035,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:54.0,2020-01-02 10:52:54.0,2020-01-02 02:52:54.0,2020-01-02 02:52:54.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:42"," 195:51:26.70"," -00:30:36"," -00:31:12"," 150:18:00.00"," 31:14:40.85935"," 121:35:32.86435",35.0035,929.4841," 46:38:24.13261",0.0000,,,-2859303.1168,4649101.2249,3289135.3496,0:0:0
199,pt198,3483083.0627,1224238.1232,35.0055," 31:14:40.84338"," 121:35:32.85718",35.0055,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:55.0,2020-01-02 10:52:55.0,2020-01-02 02:52:55.0,2020-01-02 02:52:55.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:51:10.44"," -00:30:36"," -00:31:48"," 149:45:00.00"," 31:14:40.85936"," 121:35:32.86438",35.0055,929.4835," 46:38:24.07670",0.0000,,,-2859303.1182,4649101.2259,3289135.3509,0:0:0
200,pt199,3483083.0602,1224238.1205,35.0045," 31:14:40.84330"," 121:35:32.85707",35.0045,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:56.0,2020-01-02 10:52:56.0,2020-01-02 02:52:56.0,2020-01-02 02:52:56.0,,1.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 195:44:04.03"," -00:30:00"," -00:31:12"," 149:36:36.00"," 31:14:40.85929"," 121:35:32.86427",35.0045,929.4871," 46:38:24.09047",0.0000,,,-2859303.1159,4649101.2276,3289135.3484,0:0:0
201,pt200,3483083.0606,1224238.1225,35.0085," 31:14:40.84331"," 121:35:32.85715",35.0085,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:57.0,2020-01-02 10:52:57.0,2020-01-02 02:52:57.0,2020-01-02 02:52:57.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:42:54"," 198:00:18.93"," -00:28:48"," -00:31:48"," 150:10:12.00"," 31:14:40.85929"," 121:35:32.86435",35.0085,929.4854," 46:38:23.83998",0.0000,,,-2859303.1194,4649101.2294,3289135.3507,0:0:0
202,pt201,3483083.0654,1224238.1224,35.0035," 31:14:40.84346"," 121:35:32.85715",35.0035,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:58.0,2020-01-02 10:52:58.0,2020-01-02 02:52:58.0,2020-01-02 02:52:58.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:43:17"," 196:06:52.03"," -00:30:00"," -00:31:12"," 149:59:24.00"," 31:14:40.85945"," 121:35:32.86435",35.0035,929.4822," 46:38:24.62747",0.0000,,,-2859303.1160,4649101.2235,3289135.3521,0:0:0
203,pt202,3483083.0650,1224238.1237,35.0025," 31:14:40.84345"," 121:35:32.85720",35.0025,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:52:59.0,2020-01-02 10:52:59.0,2020-01-02 02:52:59.0,2020-01-02 02:52:59.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:09"," 197:05:01.70"," -00:30:00"," -00:32:24"," 149:52:48.00"," 31:14:40.85943"," 121:35:32.86440",35.0025,929.4815," 46:38:24.36169",0.0000,,,-2859303.1168,4649101.2223,3289135.3512,0:0:0
204,pt203,3483083.0602,1224238.1256,35.0015," 31:14:40.84329"," 121:35:32.85726",35.0015,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:00.0,2020-01-02 10:53:00.0,2020-01-02 02:53:00.0,2020-01-02 02:53:00.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:00:46.44"," -00:30:36"," -00:31:48"," 149:54:36.00"," 31:14:40.85928"," 121:35:32.86446",35.0015,929.4834," 46:38:23.31774",0.0000,,,-2859303.1190,4649101.2229,3289135.3466,0:0:0
205,pt204,3483083.0603,1224238.1242,35.0125," 31:14:40.84330"," 121:35:32.85721",35.0125,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:01.0,2020-01-02 10:53:01.0,2020-01-02 02:53:01.0,2020-01-02 02:53:01.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:14:34.44"," -00:30:36"," -00:31:48"," 150:08:24.00"," 31:14:40.85928"," 121:35:32.86441",35.0125,929.4844," 46:38:23.54531",0.0000,,,-2859303.1227,4649101.2316,3289135.3524,0:0:0
206,pt205,3483083.0613,1224238.1224,34.9995," 31:14:40.84333"," 121:35:32.85714",34.9995,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:02.0,2020-01-02 10:53:02.0,2020-01-02 02:53:02.0,2020-01-02 02:53:02.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:12"," 198:06:11.11"," -00:29:24"," -00:33:00"," 149:48:00.00"," 31:14:40.85932"," 121:35:32.86434",34.9995,929.4850," 46:38:23.97697",0.0000,,,-2859303.1151,4649101.2226,3289135.3466,0:0:0
207,pt206,3483083.0588,1224238.1240,35.0095," 31:14:40.84325"," 121:35:32.85720",35.0095,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:03.0,2020-01-02 10:53:03.0,2020-01-02 02:53:03.0,2020-01-02 02:53:03.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:45:28.09"," -00:30:36"," -00:32:24"," 150:07:12.00"," 31:14:40.85923"," 121:35:32.86440",35.0095,929.4855," 46:38:23.33711",0.0000,,,-2859303.1215,4649101.2302,3289135.3497,0:0:0
208,pt207,3483083.0629,1224238.1239,35.0115," 31:14:40.84338"," 121:35:32.85720",35.0115,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:04.0,2020-01-02 10:53:04.0,2020-01-02 02:53:04.0,2020-01-02 02:53:04.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:58"," 194:48:40.41"," -00:31:48"," -00:31:48"," 149:48:36.00"," 31:14:40.85937"," 121:35:32.86441",35.0115,929.4828," 46:38:24.00643",0.0000,,,-2859303.1214,4649101.2298,3289135.3541,0:0:0
209,pt208,3483083.0629,1224238.1251,35.0095," 31:14:40.84338"," 121:35:32.85725",35.0095,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:05.0,2020-01-02 10:53:05.0,2020-01-02 02:53:05.0,2020-01-02 02:53:05.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:41:12.72"," -00:31:12"," -00:31:48"," 150:08:24.00"," 31:14:40.85936"," 121:35:32.86445",35.0095,929.4819," 46:38:23.82061",0.0000,,,-2859303.1216,4649101.2277,3289135.3530,0:0:0
210,pt209,3483083.0603,1224238.1243,35.0105," 31:14:40.84330"," 121:35:32.85721",35.0105,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:06.0,2020-01-02 10:53:06.0,2020-01-02 02:53:06.0,2020-01-02 02:53:06.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:39:43.79"," -00:31:12"," -00:32:24"," 149:34:48.00"," 31:14:40.85928"," 121:35:32.86441",35.0105,929.4843," 46:38:23.52332",0.0000,,,-2859303.1219,4649101.2301,3289135.3514,0:0:0
211,pt210,3483083.0613,1224238.1238,35.0065," 31:14:40.84333"," 121:35:32.85720",35.0065,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:07.0,2020-01-02 10:53:07.0,2020-01-02 02:53:07.0,2020-01-02 02:53:07.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:39:28.09"," -00:30:36"," -00:32:24"," 150:01:12.00"," 31:14:40.85931"," 121:35:32.86440",35.0065,929.4839," 46:38:23.76394",0.0000,,,-2859303.1195,4649101.2269,3289135.3502,0:0:0
212,pt211,3483083.0631,1224238.1224,35.0065," 31:14:40.84339"," 121:35:32.85715",35.0065,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:08.0,2020-01-02 10:53:08.0,2020-01-02 02:53:08.0,2020-01-02 02:53:08.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:46:22.44"," -00:30:36"," -00:31:48"," 149:40:12.00"," 31:14:40.85937"," 121:35:32.86435",35.0065,929.4838," 46:38:24.26550",0.0000,,,-2859303.1178,4649101.2268,3289135.3518,0:0:0
213,pt212,3483083.0606,1224238.1210,35.0135," 31:14:40.84332"," 121:35:32.85709",35.0135,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:09.0,2020-01-02 10:53:09.0,2020-01-02 02:53:09.0,2020-01-02 02:53:09.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:31:36.72"," -00:31:12"," -00:31:48"," 149:58:48.00"," 31:14:40.85930"," 121:35:32.86429",35.0135,929.4865," 46:38:24.07649",0.0000,,,-2859303.1203,4649101.2337,3289135.3534,0:0:0
214,pt213,3483083.0566,1224238.1211,35.0075," 31:14:40.84319"," 121:35:32.85708",35.0075,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:10.0,2020-01-02 10:53:10.0,2020-01-02 02:53:10.0,2020-01-02 02:53:10.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 196:15:10.44"," -00:30:36"," -00:31:48"," 150:09:00.00"," 31:14:40.85917"," 121:35:32.86429",35.0075,929.4891," 46:38:23.41351",0.0000,,,-2859303.1186,4649101.2312,3289135.3469,0:0:0
215,pt214,3483083.0601,1224238.1222,35.0115," 31:14:40.84330"," 121:35:32.85713",35.0115,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:11.0,2020-01-02 10:53:11.0,2020-01-02 02:53:11.0,2020-01-02 02:53:11.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:08"," 195:52:22.44"," -00:30:36"," -00:31:48"," 149:46:12.00"," 31:14:40.85928"," 121:35:32.86433",35.0115,929.4860," 46:38:23.81854",0.0000,,,-2859303.1205,4649101.2319,3289135.3519,0:0:0
216,pt215,3483083.0610,1224238.1221,35.0115," 31:14:40.84332"," 121:35:32.85713",35.0115,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:12.0,2020-01-02 10:53:12.0,2020-01-02 02:53:12.0,2020-01-02 02:53:12.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:09:28.09"," -00:30:36"," -00:32:24"," 149:31:12.00"," 31:14:40.85931"," 121:35:32.86433",35.0115,929.4855," 46:38:23.97641",0.0000,,,-2859303.1203,4649101.2316,3289135.3526,0:0:0
217,pt216,3483083.0617,1224238.1230,35.0095," 31:14:40.84335"," 121:35:32.85717",35.0095,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:13.0,2020-01-02 10:53:13.0,2020-01-02 02:53:13.0,2020-01-02 02:53:13.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 196:00:43.79"," -00:31:12"," -00:32:24"," 149:55:48.00"," 31:14:40.85933"," 121:35:32.86437",35.0095,929.4843," 46:38:23.95312",0.0000,,,-2859303.1200,4649101.2293,3289135.3521,0:0:0
218,pt217,3483083.0622,1224238.1204,35.0105," 31:14:40.84337"," 121:35:32.85707",35.0105,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:14.0,2020-01-02 10:53:14.0,2020-01-02 02:53:14.0,2020-01-02 02:53:14.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:16:19.79"," -00:31:12"," -00:32:24"," 149:11:24.00"," 31:14:40.85935"," 121:35:32.86427",35.0105,929.4859," 46:38:24.42187",0.0000,,,-2859303.1181,4649101.2311,3289135.3532,0:0:0
219,pt218,3483083.0604,1224238.1223,35.0125," 31:14:40.84330"," 121:35:32.85714",35.0125,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:15.0,2020-01-02 10:53:15.0,2020-01-02 02:53:15.0,2020-01-02 02:53:15.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:34"," 196:28:40.09"," -00:30:36"," -00:32:24"," 149:50:24.00"," 31:14:40.85929"," 121:35:32.86434",35.0125,929.4857," 46:38:23.84725",0.0000,,,-2859303.1210,4649101.2325,3289135.3526,0:0:0
220,pt219,3483083.0590,1224238.1205,35.0145," 31:14:40.84326"," 121:35:32.85707",35.0145,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:16.0,2020-01-02 10:53:16.0,2020-01-02 02:53:16.0,2020-01-02 02:53:16.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:49"," 194:27:40.58"," -00:32:24"," -00:32:24"," 149:27:36.00"," 31:14:40.85925"," 121:35:32.86427",35.0145,929.4880," 46:38:23.89383",0.0000,,,-2859303.1206,4649101.2355,3289135.3525,0:0:0
221,pt220,3483083.0589,1224238.1200,35.0115," 31:14:40.84326"," 121:35:32.85705",35.0115,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:17.0,2020-01-02 10:53:17.0,2020-01-02 02:53:17.0,2020-01-02 02:53:17.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:58"," 194:42:40.41"," -00:31:48"," -00:31:48"," 149:42:36.00"," 31:14:40.85925"," 121:35:32.86425",35.0115,929.4883," 46:38:23.94881",0.0000,,,-2859303.1189,4649101.2336,3289135.3510,0:0:0
222,pt221,3483083.0615,1224238.1209,35.0125," 31:14:40.84334"," 121:35:32.85709",35.0125,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:18.0,2020-01-02 10:53:18.0,2020-01-02 02:53:18.0,2020-01-02 02:53:18.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:35:12.72"," -00:31:12"," -00:31:48"," 150:02:24.00"," 31:14:40.85933"," 121:35:32.86429",35.0125,929.4860," 46:38:24.23250",0.0000,,,-2859303.1196,4649101.2327,3289135.3536,0:0:0
223,pt222,3483083.0601,1224238.1204,35.0065," 31:14:40.84330"," 121:35:32.85707",35.0065,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:19.0,2020-01-02 10:53:19.0,2020-01-02 02:53:19.0,2020-01-02 02:53:19.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:07"," 194:36:04.25"," -00:31:12"," -00:31:12"," 149:36:00.00"," 31:14:40.85928"," 121:35:32.86427",35.0065,929.4873," 46:38:24.07407",0.0000,,,-2859303.1168,4649101.2292,3289135.3493,0:0:0
224,pt223,3483083.0602,1224238.1206,35.0095," 31:14:40.84330"," 121:35:32.85707",35.0095,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:20.0,2020-01-02 10:53:20.0,2020-01-02 02:53:20.0,2020-01-02 02:53:20.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 194:32:43.93"," -00:31:48"," -00:31:12"," 150:05:24.00"," 31:14:40.85929"," 121:35:32.86427",35.0095,929.4871," 46:38:24.07705",0.0000,,,-2859303.1182,4649101.2312,3289135.3510,0:0:0
225,pt224,3483083.0622,1224238.1206,35.0075," 31:14:40.84337"," 121:35:32.85708",35.0075,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:21.0,2020-01-02 10:53:21.0,2020-01-02 02:53:21.0,2020-01-02 02:53:21.0,,2.0,32,15,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:46:55.79"," -00:31:12"," -00:32:24"," 149:42:00.00"," 31:14:40.85935"," 121:35:32.86428",35.0075,929.4856," 46:38:24.39018",0.0000,,,-2859303.1170,4649101.2288,3289135.3517,0:0:0
226,pt225,3483083.0599,1224238.1213,35.0105," 31:14:40.84329"," 121:35:32.85710",35.0105,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:22.0,2020-01-02 10:53:22.0,2020-01-02 02:53:22.0,2020-01-02 02:53:22.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 194:08:07.93"," -00:31:48"," -00:31:12"," 149:40:48.00"," 31:14:40.85927"," 121:35:32.86430",35.0105,929.4867," 46:38:23.90763",0.0000,,,-2859303.1194,4649101.2317,3289135.3512,0:0:0
227,pt226,3483083.0564,1224238.1229,35.0115," 31:14:40.84317"," 121:35:32.85715",35.0115,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:23.0,2020-01-02 10:53:23.0,2020-01-02 02:53:23.0,2020-01-02 02:53:23.0,,2.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:59"," 195:30:43.79"," -00:31:12"," -00:32:24"," 149:25:48.00"," 31:14:40.85916"," 121:35:32.86435",35.0115,929.4880," 46:38:23.11046",0.0000,,,-2859303.1220,4649101.2334,3289135.3487,0:0:0
228,pt227,3483083.0605,1224238.1232,35.0055," 31:14:40.84331"," 121:35:32.85717",35.0055,,,,,,,1.5125,0.0090,0.0080,0.0120,0.0220,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2020-01-02 10:53:24.0,2020-01-02 10:53:24.0,2020-01-02 02:53:24.0,2020-01-02 02:53:24.0,,1.0,32,16,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:44:33"," 195:20:12.72"," -00:31:12"," -00:31:48"," 149:47:24.00"," 31:14:40.85929"," 121:35:32.86437",35.0055,929.4850," 46:38:23.71846",0.0000,,,-2859303.1187,4649101.2269,3289135.3490,0:0:0
