序号,点名,N,E,Z,B,L,H,未倾斜改正N,未倾斜改正E,未倾斜改正Z,未倾斜改正B,未倾斜改正L,未倾斜改正H,天线高,σN,σE,HRMS,σZ,目标高,量高类型,天线类型,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角,倾斜分量X,倾斜分量Y,倾斜X轴方位角,当地B,当地L,当地H,基站距离,基站方位,偏距,语音文件,图片文件,空间直角X,空间直角Y,空间直角Z,测量时长
1,pt0,3483083.0418,1224238.1235,35.0017," 31:14:40.84271"," 121:35:32.85713",35.0017,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:08.0,2019-12-25 09:59:08.0,2019-12-25 01:59:08.0,2019-12-25 01:59:08.0,,2.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:52:37"," 137:43:32.66"," -00:36:36"," -00:37:48"," 91:48:00.00"," 31:14:40.85869"," 121:35:32.86434",35.0017,742.0683," 172:06:41.25308",0.0000,,,-2859303.1211,4649101.2328,3289135.3312,0:0:0
2,pt1,3483083.0416,1224238.1262,35.0087," 31:14:40.84269"," 121:35:32.85723",35.0087,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:09.0,2019-12-25 09:59:09.0,2019-12-25 01:59:09.0,2019-12-25 01:59:09.0,,1.0,34,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:53:02"," 137:17:24.25"," -00:37:12"," -00:37:48"," 91:49:48.00"," 31:14:40.85867"," 121:35:32.86443",35.0087,742.0677," 172:06:41.97548",0.0000,,,-2859303.1266,4649101.2367,3289135.3344,0:0:0
3,pt2,3483083.0471,1224238.1315,35.0227," 31:14:40.84286"," 121:35:32.85745",35.0227,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:10.0,2019-12-25 09:59:10.0,2019-12-25 01:59:10.0,2019-12-25 01:59:10.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:47"," 138:50:22.33"," -00:35:24"," -00:37:48"," 91:57:36.00"," 31:14:40.85884"," 121:35:32.86465",35.0227,742.0725," 172:06:43.65735",0.0000,,,-2859303.1364,4649101.2417,3289135.3461,0:0:0
4,pt3,3483083.0453,1224238.1256,35.0117," 31:14:40.84281"," 121:35:32.85722",35.0117,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0230,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:11.0,2019-12-25 09:59:11.0,2019-12-25 01:59:11.0,2019-12-25 01:59:11.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:49"," 139:29:50.03"," -00:34:48"," -00:38:24"," 91:40:48.00"," 31:14:40.85880"," 121:35:32.86442",35.0117,742.0715," 172:06:41.95454",0.0000,,,-2859303.1266,4649101.2374,3289135.3392,0:0:0
5,pt4,3483083.0466,1224238.1279,35.0187," 31:14:40.84285"," 121:35:32.85731",35.0187,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0230,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:12.0,2019-12-25 09:59:12.0,2019-12-25 01:59:12.0,2019-12-25 01:59:12.0,,1.0,34,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:49"," 139:19:02.03"," -00:34:48"," -00:38:24"," 91:30:00.00"," 31:14:40.85883"," 121:35:32.86451",35.0187,742.0724," 172:06:42.65300",0.0000,,,-2859303.1316,4649101.2407,3289135.3438,0:0:0
6,pt5,3483083.0470,1224238.1272,35.0207," 31:14:40.84286"," 121:35:32.85729",35.0207,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0230,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:13.0,2019-12-25 09:59:13.0,2019-12-25 01:59:13.0,2019-12-25 01:59:13.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:52:14"," 139:25:46.23"," -00:35:24"," -00:38:24"," 92:06:00.00"," 31:14:40.85885"," 121:35:32.86449",35.0207,742.0730," 172:06:42.46403",0.0000,,,-2859303.1317,4649101.2424,3289135.3452,0:0:0
7,pt6,3483083.0495,1224238.1304,35.0187," 31:14:40.84294"," 121:35:32.85741",35.0187,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0230,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:14.0,2019-12-25 09:59:14.0,2019-12-25 01:59:14.0,2019-12-25 01:59:14.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:53:03"," 138:37:35.64"," -00:36:36"," -00:38:24"," 92:15:00.00"," 31:14:40.85892"," 121:35:32.86461",35.0187,742.0750," 172:06:43.44004",0.0000,,,-2859303.1331,4649101.2382,3289135.3461,0:0:0
8,pt7,3483083.0443,1224238.1302,35.0187," 31:14:40.84277"," 121:35:32.85739",35.0187,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0230,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:15.0,2019-12-25 09:59:15.0,2019-12-25 01:59:15.0,2019-12-25 01:59:15.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:49"," 139:52:02.03"," -00:34:48"," -00:38:24"," 92:03:00.00"," 31:14:40.85875"," 121:35:32.86459",35.0187,742.0699," 172:06:43.18026",0.0000,,,-2859303.1340,4649101.2407,3289135.3417,0:0:0
9,pt8,3483083.0459,1224238.1290,35.0207," 31:14:40.84282"," 121:35:32.85735",35.0207,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0230,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:16.0,2019-12-25 09:59:16.0,2019-12-25 01:59:16.0,2019-12-25 01:59:16.0,,1.0,36,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:52:38"," 138:50:21.56"," -00:36:00"," -00:38:24"," 91:59:24.00"," 31:14:40.85881"," 121:35:32.86455",35.0207,742.0716," 172:06:42.90712",0.0000,,,-2859303.1335,4649101.2420,3289135.3441,0:0:0
10,pt9,3483083.0496,1224238.1294,35.0147," 31:14:40.84294"," 121:35:32.85738",35.0147,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0230,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:17.0,2019-12-25 09:59:17.0,2019-12-25 01:59:17.0,2019-12-25 01:59:17.0,,1.0,36,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:49"," 139:55:02.03"," -00:34:48"," -00:38:24"," 92:06:00.00"," 31:14:40.85892"," 121:35:32.86458",35.0147,742.0752," 172:06:43.17940",0.0000,,,-2859303.1304,4649101.2357,3289135.3442,0:0:0
11,pt10,3483083.0455,1224238.1272,35.0127," 31:14:40.84281"," 121:35:32.85728",35.0127,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0230,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:18.0,2019-12-25 09:59:18.0,2019-12-25 01:59:18.0,2019-12-25 01:59:18.0,,1.0,36,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:50:58"," 139:58:26.49"," -00:34:12"," -00:37:48"," 92:06:36.00"," 31:14:40.85880"," 121:35:32.86448",35.0127,742.0714," 172:06:42.39957",0.0000,,,-2859303.1284,4649101.2373,3289135.3397,0:0:0
12,pt11,3483083.0448,1224238.1272,35.0007," 31:14:40.84279"," 121:35:32.85728",35.0007,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:19.0,2019-12-25 09:59:19.0,2019-12-25 01:59:19.0,2019-12-25 01:59:19.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:23"," 139:08:52.39"," -00:34:48"," -00:37:48"," 91:46:48.00"," 31:14:40.85877"," 121:35:32.86448",35.0007,742.0706," 172:06:42.38213",0.0000,,,-2859303.1232,4649101.2288,3289135.3329,0:0:0
13,pt12,3483083.0447,1224238.1225,35.0117," 31:14:40.84280"," 121:35:32.85710",35.0117,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:20.0,2019-12-25 09:59:20.0,2019-12-25 01:59:20.0,2019-12-25 01:59:20.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:50:38"," 141:22:36.02"," -00:33:00"," -00:38:24"," 92:03:00.00"," 31:14:40.85878"," 121:35:32.86430",35.0117,742.0713," 172:06:41.08315",0.0000,,,-2859303.1241,4649101.2392,3289135.3388,0:0:0
14,pt13,3483083.0459,1224238.1231,35.0057," 31:14:40.84284"," 121:35:32.85713",35.0057,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:21.0,2019-12-25 09:59:21.0,2019-12-25 01:59:21.0,2019-12-25 01:59:21.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:23"," 139:02:16.39"," -00:34:48"," -00:37:48"," 91:40:12.00"," 31:14:40.85882"," 121:35:32.86433",35.0057,742.0723," 172:06:41.30382",0.0000,,,-2859303.1217,4649101.2340,3289135.3367,0:0:0
15,pt14,3483083.0430,1224238.1235,35.0007," 31:14:40.84274"," 121:35:32.85714",35.0007,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:22.0,2019-12-25 09:59:22.0,2019-12-25 01:59:22.0,2019-12-25 01:59:22.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:50:56"," 138:55:50.72"," -00:34:48"," -00:37:12"," 92:01:12.00"," 31:14:40.85873"," 121:35:32.86434",35.0007,742.0694," 172:06:41.31085",0.0000,,,-2859303.1204,4649101.2315,3289135.3317,0:0:0
16,pt15,3483083.0445,1224238.1236,35.0037," 31:14:40.84279"," 121:35:32.85714",35.0037,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:23.0,2019-12-25 09:59:23.0,2019-12-25 01:59:23.0,2019-12-25 01:59:23.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:21"," 138:19:54.80"," -00:35:24"," -00:37:12"," 91:54:36.00"," 31:14:40.85877"," 121:35:32.86435",35.0037,742.0709," 172:06:41.38236",0.0000,,,-2859303.1215,4649101.2329,3289135.3345,0:0:0
17,pt16,3483083.0435,1224238.1214,35.0117," 31:14:40.84276"," 121:35:32.85706",35.0117,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:24.0,2019-12-25 09:59:24.0,2019-12-25 01:59:24.0,2019-12-25 01:59:24.0,,2.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:50:58"," 140:22:26.49"," -00:34:12"," -00:37:48"," 92:30:36.00"," 31:14:40.85875"," 121:35:32.86426",35.0117,742.0702," 172:06:40.73621",0.0000,,,-2859303.1234,4649101.2403,3289135.3379,0:0:0
18,pt17,3483083.0432,1224238.1247,35.0057," 31:14:40.84275"," 121:35:32.85718",35.0057,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:25.0,2019-12-25 09:59:25.0,2019-12-25 01:59:25.0,2019-12-25 01:59:25.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:49"," 139:10:02.03"," -00:34:48"," -00:38:24"," 91:21:00.00"," 31:14:40.85873"," 121:35:32.86438",35.0057,742.0695," 172:06:41.62450",0.0000,,,-2859303.1236,4649101.2345,3289135.3343,0:0:0
19,pt18,3483083.0433,1224238.1244,35.0067," 31:14:40.84275"," 121:35:32.85717",35.0067,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:26.0,2019-12-25 09:59:26.0,2019-12-25 01:59:26.0,2019-12-25 01:59:26.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:23"," 139:00:28.39"," -00:34:48"," -00:37:48"," 91:38:24.00"," 31:14:40.85873"," 121:35:32.86437",35.0067,742.0696," 172:06:41.57009",0.0000,,,-2859303.1239,4649101.2353,3289135.3350,0:0:0
20,pt19,3483083.0445,1224238.1246,35.0047," 31:14:40.84279"," 121:35:32.85718",35.0047,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:27.0,2019-12-25 09:59:27.0,2019-12-25 01:59:27.0,2019-12-25 01:59:27.0,,2.0,37,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:52:40"," 139:32:30.99"," -00:35:24"," -00:39:00"," 91:46:12.00"," 31:14:40.85877"," 121:35:32.86439",35.0047,742.0708," 172:06:41.67153",0.0000,,,-2859303.1229,4649101.2331,3289135.3349,0:0:0
21,pt20,3483083.0454,1224238.1241,35.0027," 31:14:40.84282"," 121:35:32.85717",35.0027,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:28.0,2019-12-25 09:59:28.0,2019-12-25 01:59:28.0,2019-12-25 01:59:28.0,,1.0,37,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:23"," 139:06:28.39"," -00:34:48"," -00:37:48"," 91:44:24.00"," 31:14:40.85880"," 121:35:32.86437",35.0027,742.0717," 172:06:41.56076",0.0000,,,-2859303.1214,4649101.2315,3289135.3347,0:0:0
22,pt21,3483083.0419,1224238.1246,35.0107," 31:14:40.84271"," 121:35:32.85718",35.0107,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:29.0,2019-12-25 09:59:29.0,2019-12-25 01:59:29.0,2019-12-25 01:59:29.0,,1.0,37,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:50:34"," 139:58:41.02"," -00:33:36"," -00:37:48"," 91:36:36.00"," 31:14:40.85869"," 121:35:32.86438",35.0107,742.0683," 172:06:41.56163",0.0000,,,-2859303.1261,4649101.2387,3289135.3359,0:0:0
23,pt22,3483083.0430,1224238.1234,35.0047," 31:14:40.84274"," 121:35:32.85713",35.0047,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:30.0,2019-12-25 09:59:30.0,2019-12-25 01:59:30.0,2019-12-25 01:59:30.0,,1.0,37,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:56"," 141:30:27.36"," -00:33:36"," -00:39:36"," 91:49:12.00"," 31:14:40.85873"," 121:35:32.86434",35.0047,742.0694," 172:06:41.27898",0.0000,,,-2859303.1222,4649101.2345,3289135.3337,0:0:0
24,pt23,3483083.0463,1224238.1259,35.0097," 31:14:40.84284"," 121:35:32.85724",35.0097,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:31.0,2019-12-25 09:59:31.0,2019-12-25 01:59:31.0,2019-12-25 01:59:31.0,,1.0,37,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:52:43"," 140:29:35.26"," -00:34:48"," -00:39:36"," 91:48:00.00"," 31:14:40.85883"," 121:35:32.86444",35.0097,742.0724," 172:06:42.09138",0.0000,,,-2859303.1259,4649101.2353,3289135.3390,0:0:0
25,pt24,3483083.0440,1224238.1251,35.0087," 31:14:40.84277"," 121:35:32.85720",35.0087,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0220,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:32.0,2019-12-25 09:59:32.0,2019-12-25 01:59:32.0,2019-12-25 01:59:32.0,,2.0,37,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:23"," 139:18:28.39"," -00:34:48"," -00:37:48"," 91:56:24.00"," 31:14:40.85875"," 121:35:32.86440",35.0087,742.0702," 172:06:41.78424",0.0000,,,-2859303.1252,4649101.2361,3289135.3365,0:0:0
26,pt25,3483083.0422,1224238.1249,35.0107," 31:14:40.84272"," 121:35:32.85719",35.0107,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:33.0,2019-12-25 09:59:33.0,2019-12-25 01:59:33.0,2019-12-25 01:59:33.0,,1.0,37,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:23"," 139:16:04.39"," -00:34:48"," -00:37:48"," 91:54:00.00"," 31:14:40.85870"," 121:35:32.86439",35.0107,742.0685," 172:06:41.64616",0.0000,,,-2859303.1262,4649101.2385,3289135.3361,0:0:0
27,pt26,3483083.0442,1224238.1245,35.0117," 31:14:40.84278"," 121:35:32.85718",35.0117,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:34.0,2019-12-25 09:59:34.0,2019-12-25 01:59:34.0,2019-12-25 01:59:34.0,,1.0,37,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:49"," 139:27:26.03"," -00:34:48"," -00:38:24"," 91:38:24.00"," 31:14:40.85876"," 121:35:32.86438",35.0117,742.0705," 172:06:41.61271",0.0000,,,-2859303.1259,4649101.2385,3289135.3383,0:0:0
28,pt27,3483083.0466,1224238.1256,35.0107," 31:14:40.84286"," 121:35:32.85723",35.0107,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:35.0,2019-12-25 09:59:35.0,2019-12-25 01:59:35.0,2019-12-25 01:59:35.0,,1.0,37,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:25"," 140:09:09.34"," -00:34:12"," -00:38:24"," 91:50:24.00"," 31:14:40.85884"," 121:35:32.86443",35.0107,742.0728," 172:06:42.01443",0.0000,,,-2859303.1259,4649101.2360,3289135.3398,0:0:0
29,pt28,3483083.0458,1224238.1256,35.0147," 31:14:40.84283"," 121:35:32.85723",35.0147,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:36.0,2019-12-25 09:59:36.0,2019-12-25 01:59:36.0,2019-12-25 01:59:36.0,,1.0,37,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:49"," 139:28:38.03"," -00:34:48"," -00:38:24"," 91:39:36.00"," 31:14:40.85881"," 121:35:32.86443",35.0147,742.0720," 172:06:41.99487",0.0000,,,-2859303.1279,4649101.2393,3289135.3412,0:0:0
30,pt29,3483083.0454,1224238.1279,35.0107," 31:14:40.84281"," 121:35:32.85731",35.0107,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:37.0,2019-12-25 09:59:37.0,2019-12-25 01:59:37.0,2019-12-25 01:59:37.0,,2.0,37,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:53:03"," 138:12:23.64"," -00:36:36"," -00:38:24"," 91:49:48.00"," 31:14:40.85879"," 121:35:32.86451",35.0107,742.0713," 172:06:42.59188",0.0000,,,-2859303.1282,4649101.2355,3289135.3386,0:0:0
31,pt30,3483083.0449,1224238.1250,35.0137," 31:14:40.84280"," 121:35:32.85720",35.0137,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:38.0,2019-12-25 09:59:38.0,2019-12-25 01:59:38.0,2019-12-25 01:59:38.0,,1.0,36,20,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:53:55"," 139:12:22.96"," -00:36:36"," -00:39:36"," 91:57:00.00"," 31:14:40.85878"," 121:35:32.86440",35.0137,742.0711," 172:06:41.78389",0.0000,,,-2859303.1271,4649101.2393,3289135.3399,0:0:0
32,pt31,3483083.0457,1224238.1229,35.0037," 31:14:40.84283"," 121:35:32.85712",35.0037,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:39.0,2019-12-25 09:59:39.0,2019-12-25 01:59:39.0,2019-12-25 01:59:39.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:53:03"," 138:15:23.64"," -00:36:36"," -00:38:24"," 91:52:48.00"," 31:14:40.85882"," 121:35:32.86432",35.0037,742.0722," 172:06:41.25258",0.0000,,,-2859303.1207,4649101.2327,3289135.3356,0:0:0
33,pt32,3483083.0453,1224238.1264,35.0087," 31:14:40.84281"," 121:35:32.85725",35.0087,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:40.0,2019-12-25 09:59:40.0,2019-12-25 01:59:40.0,2019-12-25 01:59:40.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:49"," 139:50:14.03"," -00:34:48"," -00:38:24"," 92:01:12.00"," 31:14:40.85879"," 121:35:32.86445",35.0087,742.0713," 172:06:42.17327",0.0000,,,-2859303.1260,4649101.2348,3289135.3376,0:0:0
34,pt33,3483083.0459,1224238.1238,35.0087," 31:14:40.84283"," 121:35:32.85716",35.0087,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:41.0,2019-12-25 09:59:41.0,2019-12-25 01:59:41.0,2019-12-25 01:59:41.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:23"," 139:11:16.39"," -00:34:48"," -00:37:48"," 91:49:12.00"," 31:14:40.85882"," 121:35:32.86436",35.0087,742.0722," 172:06:41.49578",0.0000,,,-2859303.1237,4649101.2358,3289135.3382,0:0:0
35,pt34,3483083.0448,1224238.1250,35.0107," 31:14:40.84280"," 121:35:32.85720",35.0107,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:42.0,2019-12-25 09:59:42.0,2019-12-25 01:59:42.0,2019-12-25 01:59:42.0,,1.0,36,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:47"," 138:28:10.33"," -00:35:24"," -00:37:48"," 91:35:24.00"," 31:14:40.85878"," 121:35:32.86440",35.0107,742.0711," 172:06:41.77878",0.0000,,,-2859303.1258,4649101.2372,3289135.3383,0:0:0
36,pt35,3483083.0434,1224238.1242,35.0037," 31:14:40.84276"," 121:35:32.85717",35.0037,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:43.0,2019-12-25 09:59:43.0,2019-12-25 01:59:43.0,2019-12-25 01:59:43.0,,1.0,37,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:23"," 139:05:52.39"," -00:34:48"," -00:37:48"," 91:43:48.00"," 31:14:40.85874"," 121:35:32.86437",35.0037,742.0698," 172:06:41.51127",0.0000,,,-2859303.1223,4649101.2331,3289135.3335,0:0:0
37,pt36,3483083.0433,1224238.1256,35.0107," 31:14:40.84275"," 121:35:32.85722",35.0107,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:44.0,2019-12-25 09:59:44.0,2019-12-25 01:59:44.0,2019-12-25 01:59:44.0,,1.0,37,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:49"," 139:34:38.03"," -00:34:48"," -00:38:24"," 91:45:36.00"," 31:14:40.85873"," 121:35:32.86442",35.0107,742.0694," 172:06:41.87581",0.0000,,,-2859303.1266,4649101.2377,3289135.3369,0:0:0
38,pt37,3483083.0435,1224238.1245,35.0117," 31:14:40.84276"," 121:35:32.85718",35.0117,,,,,,,1.4793,0.0090,0.0080,0.0120,0.0210,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 09:59:45.0,2019-12-25 09:59:45.0,2019-12-25 01:59:45.0,2019-12-25 01:59:45.0,,1.0,37,21,1.5000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:51:23"," 139:22:04.39"," -00:34:48"," -00:37:48"," 92:00:00.00"," 31:14:40.85874"," 121:35:32.86438",35.0117,742.0698," 172:06:41.60038",0.0000,,,-2859303.1261,4649101.2388,3289135.3377,0:0:0
