序号,点名,N,E,Z,B,L,H,未倾斜改正N,未倾斜改正E,未倾斜改正Z,未倾斜改正B,未倾斜改正L,未倾斜改正H,天线高,σN,σE,HRMS,σZ,目标高,量高类型,天线类型,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角,倾斜分量X,倾斜分量Y,倾斜X轴方位角,当地B,当地L,当地H,基站距离,基站方位,偏距,语音文件,图片文件,空间直角X,空间直角Y,空间直角Z,测量时长
134,pt133,3483083.0618,1224238.1239,35.0147," 31:14:40.84335"," 121:35:32.85720",35.0147,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:17.0,2019-12-25 10:29:17.0,2019-12-25 02:29:17.0,2019-12-25 02:29:17.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:20"," 137:16:30.41"," -00:36:00"," -00:36:36"," 91:48:00.00"," 31:14:40.85933"," 121:35:32.86440",35.0147,929.4835," 46:38:23.82936",0.0000,,,-2859303.1231,4649101.2325,3289135.3549,0:0:0
135,pt134,3483083.0598,1224238.1226,35.0127," 31:14:40.84329"," 121:35:32.85715",35.0127,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:18.0,2019-12-25 10:29:18.0,2019-12-25 02:29:18.0,2019-12-25 02:29:18.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:30"," 138:33:56.50"," -00:34:48"," -00:36:36"," 92:07:12.00"," 31:14:40.85927"," 121:35:32.86435",35.0127,929.4859," 46:38:23.70336",0.0000,,,-2859303.1215,4649101.2327,3289135.3522,0:0:0
136,pt135,3483083.0601,1224238.1224,35.0097," 31:14:40.84330"," 121:35:32.85714",35.0097,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:19.0,2019-12-25 10:29:19.0,2019-12-25 02:29:19.0,2019-12-25 02:29:19.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:29"," 137:18:46.87"," -00:35:24"," -00:36:00"," 91:49:48.00"," 31:14:40.85928"," 121:35:32.86434",35.0097,929.4858," 46:38:23.79394",0.0000,,,-2859303.1199,4649101.2305,3289135.3509,0:0:0
137,pt136,3483083.0610,1224238.1255,34.9977," 31:14:40.84332"," 121:35:32.85726",34.9977,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:20.0,2019-12-25 10:29:20.0,2019-12-25 02:29:20.0,2019-12-25 02:29:20.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:30"," 138:04:32.50"," -00:34:48"," -00:36:36"," 91:37:48.00"," 31:14:40.85930"," 121:35:32.86446",34.9977,929.4829," 46:38:23.44672",0.0000,,,-2859303.1170,4649101.2198,3289135.3452,0:0:0
138,pt137,3483083.0623,1224238.1245,35.0067," 31:14:40.84336"," 121:35:32.85722",35.0067,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:21.0,2019-12-25 10:29:21.0,2019-12-25 02:29:21.0,2019-12-25 02:29:21.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:29"," 137:03:46.87"," -00:35:24"," -00:36:00"," 91:34:48.00"," 31:14:40.85935"," 121:35:32.86443",35.0067,929.4828," 46:38:23.83030",0.0000,,,-2859303.1199,4649101.2262,3289135.3511,0:0:0
139,pt138,3483083.0622,1224238.1255,35.0107," 31:14:40.84336"," 121:35:32.85726",35.0107,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:22.0,2019-12-25 10:29:22.0,2019-12-25 02:29:22.0,2019-12-25 02:29:22.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:55"," 135:53:12.16"," -00:36:36"," -00:35:24"," 91:50:24.00"," 31:14:40.85934"," 121:35:32.86446",35.0107,929.4821," 46:38:23.65100",0.0000,,,-2859303.1226,4649101.2287,3289135.3530,0:0:0
140,pt139,3483083.0580,1224238.1230,35.0097," 31:14:40.84323"," 121:35:32.85716",35.0097,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:23.0,2019-12-25 10:29:23.0,2019-12-25 02:29:23.0,2019-12-25 02:29:23.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:46"," 137:16:17.85"," -00:36:36"," -00:36:36"," 92:16:12.00"," 31:14:40.85921"," 121:35:32.86436",35.0097,929.4868," 46:38:23.34978",0.0000,,,-2859303.1209,4649101.2312,3289135.3490,0:0:0
141,pt140,3483083.0610,1224238.1236,35.0067," 31:14:40.84332"," 121:35:32.85719",35.0067,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:24.0,2019-12-25 10:29:24.0,2019-12-25 02:29:24.0,2019-12-25 02:29:24.0,,3.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:49"," 139:02:14.03"," -00:34:48"," -00:38:24"," 91:13:12.00"," 31:14:40.85930"," 121:35:32.86439",35.0067,929.4843," 46:38:23.73505",0.0000,,,-2859303.1194,4649101.2273,3289135.3500,0:0:0
142,pt141,3483083.0607,1224238.1234,35.0137," 31:14:40.84331"," 121:35:32.85718",35.0137,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:25.0,2019-12-25 10:29:25.0,2019-12-25 02:29:25.0,2019-12-25 02:29:25.0,,3.0,36,21,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:52:37"," 138:03:56.66"," -00:36:36"," -00:37:48"," 92:08:24.00"," 31:14:40.85930"," 121:35:32.86438",35.0137,929.4847," 46:38:23.72741",0.0000,,,-2859303.1224,4649101.2326,3289135.3534,0:0:0
143,pt142,3483083.0597,1224238.1207,35.0137," 31:14:40.84329"," 121:35:32.85708",35.0137,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:26.0,2019-12-25 10:29:26.0,2019-12-25 02:29:26.0,2019-12-25 02:29:26.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:47"," 139:05:58.33"," -00:35:24"," -00:37:48"," 92:13:12.00"," 31:14:40.85927"," 121:35:32.86428",35.0137,929.4874," 46:38:23.97305",0.0000,,,-2859303.1203,4649101.2344,3289135.3527,0:0:0
144,pt143,3483083.0616,1224238.1215,35.0127," 31:14:40.84334"," 121:35:32.85711",35.0127,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:27.0,2019-12-25 10:29:27.0,2019-12-25 02:29:27.0,2019-12-25 02:29:27.0,,3.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:21"," 137:59:30.80"," -00:35:24"," -00:37:12"," 91:34:12.00"," 31:14:40.85933"," 121:35:32.86431",35.0127,929.4855," 46:38:24.15702",0.0000,,,-2859303.1201,4649101.2324,3289135.3537,0:0:0
145,pt144,3483083.0595,1224238.1252,35.0127," 31:14:40.84327"," 121:35:32.85725",35.0127,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:28.0,2019-12-25 10:29:28.0,2019-12-25 02:29:28.0,2019-12-25 02:29:28.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:23"," 139:01:40.39"," -00:34:48"," -00:37:48"," 91:39:36.00"," 31:14:40.85925"," 121:35:32.86445",35.0127,929.4842," 46:38:23.25865",0.0000,,,-2859303.1238,4649101.2316,3289135.3518,0:0:0
146,pt145,3483083.0608,1224238.1287,35.0137," 31:14:40.84330"," 121:35:32.85738",35.0137,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:29.0,2019-12-25 10:29:29.0,2019-12-25 02:29:29.0,2019-12-25 02:29:29.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:30"," 138:13:32.50"," -00:34:48"," -00:36:36"," 91:46:48.00"," 31:14:40.85929"," 121:35:32.86458",35.0137,929.4808," 46:38:22.95262",0.0000,,,-2859303.1269,4649101.2300,3289135.3532,0:0:0
147,pt146,3483083.0586,1224238.1239,35.0037," 31:14:40.84324"," 121:35:32.85719",35.0037,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:30.0,2019-12-25 10:29:30.0,2019-12-25 02:29:30.0,2019-12-25 02:29:30.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:46"," 136:39:05.85"," -00:36:36"," -00:36:36"," 91:39:00.00"," 31:14:40.85923"," 121:35:32.86440",35.0037,929.4857," 46:38:23.31475",0.0000,,,-2859303.1188,4649101.2261,3289135.3464,0:0:0
148,pt147,3483083.0594,1224238.1251,35.0137," 31:14:40.84327"," 121:35:32.85724",35.0137,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:31.0,2019-12-25 10:29:31.0,2019-12-25 02:29:31.0,2019-12-25 02:29:31.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:20"," 137:31:30.41"," -00:36:00"," -00:36:36"," 92:03:00.00"," 31:14:40.85925"," 121:35:32.86444",35.0137,929.4843," 46:38:23.25623",0.0000,,,-2859303.1242,4649101.2324,3289135.3522,0:0:0
149,pt148,3483083.0596,1224238.1235,35.0127," 31:14:40.84328"," 121:35:32.85718",35.0127,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:32.0,2019-12-25 10:29:32.0,2019-12-25 02:29:32.0,2019-12-25 02:29:32.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:21"," 138:18:42.80"," -00:35:24"," -00:37:12"," 91:53:24.00"," 31:14:40.85926"," 121:35:32.86438",35.0127,929.4854," 46:38:23.54139",0.0000,,,-2859303.1223,4649101.2324,3289135.3520,0:0:0
150,pt149,3483083.0593,1224238.1226,35.0047," 31:14:40.84327"," 121:35:32.85715",35.0047,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:33.0,2019-12-25 10:29:33.0,2019-12-25 02:29:33.0,2019-12-25 02:29:33.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:52:37"," 137:26:44.66"," -00:36:36"," -00:37:48"," 91:31:12.00"," 31:14:40.85925"," 121:35:32.86435",35.0047,929.4862," 46:38:23.62135",0.0000,,,-2859303.1180,4649101.2271,3289135.3476,0:0:0
151,pt150,3483083.0577,1224238.1232,35.0077," 31:14:40.84322"," 121:35:32.85717",35.0077,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:34.0,2019-12-25 10:29:34.0,2019-12-25 02:29:34.0,2019-12-25 02:29:34.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:30"," 138:26:08.50"," -00:34:48"," -00:36:36"," 91:59:24.00"," 31:14:40.85920"," 121:35:32.86437",35.0077,929.4868," 46:38:23.27094",0.0000,,,-2859303.1202,4649101.2298,3289135.3478,0:0:0
152,pt151,3483083.0609,1224238.1244,35.0047," 31:14:40.84332"," 121:35:32.85722",35.0047,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:35.0,2019-12-25 10:29:35.0,2019-12-25 02:29:35.0,2019-12-25 02:29:35.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:30"," 137:55:32.50"," -00:34:48"," -00:36:36"," 91:28:48.00"," 31:14:40.85930"," 121:35:32.86442",35.0047,929.4838," 46:38:23.60458",0.0000,,,-2859303.1192,4649101.2255,3289135.3488,0:0:0
153,pt152,3483083.0561,1224238.1226,35.0107," 31:14:40.84317"," 121:35:32.85714",35.0107,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:36.0,2019-12-25 10:29:36.0,2019-12-25 02:29:36.0,2019-12-25 02:29:36.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:23"," 139:03:28.39"," -00:34:48"," -00:37:48"," 91:41:24.00"," 31:14:40.85915"," 121:35:32.86434",35.0107,929.4884," 46:38:23.11437",0.0000,,,-2859303.1213,4649101.2330,3289135.3480,0:0:0
154,pt153,3483083.0593,1224238.1220,35.0147," 31:14:40.84327"," 121:35:32.85712",35.0147,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:37.0,2019-12-25 10:29:37.0,2019-12-25 02:29:37.0,2019-12-25 02:29:37.0,,2.0,37,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:56"," 138:18:02.72"," -00:34:48"," -00:37:12"," 91:23:24.00"," 31:14:40.85925"," 121:35:32.86433",35.0147,929.4867," 46:38:23.71044",0.0000,,,-2859303.1220,4649101.2347,3289135.3528,0:0:0
155,pt154,3483083.0601,1224238.1223,35.0087," 31:14:40.84329"," 121:35:32.85714",35.0087,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:38.0,2019-12-25 10:29:38.0,2019-12-25 02:29:38.0,2019-12-25 02:29:38.0,,2.0,37,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:23"," 139:05:52.39"," -00:34:48"," -00:37:48"," 91:43:48.00"," 31:14:40.85928"," 121:35:32.86434",35.0087,929.4859," 46:38:23.79021",0.0000,,,-2859303.1194,4649101.2298,3289135.3503,0:0:0
156,pt155,3483083.0614,1224238.1229,35.0067," 31:14:40.84334"," 121:35:32.85716",35.0067,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:39.0,2019-12-25 10:29:39.0,2019-12-25 02:29:39.0,2019-12-25 02:29:39.0,,2.0,37,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:30"," 138:14:08.50"," -00:34:48"," -00:36:36"," 91:47:24.00"," 31:14:40.85932"," 121:35:32.86437",35.0067,929.4845," 46:38:23.91770",0.0000,,,-2859303.1187,4649101.2274,3289135.3504,0:0:0
157,pt156,3483083.0568,1224238.1222,35.0147," 31:14:40.84319"," 121:35:32.85713",35.0147,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:40.0,2019-12-25 10:29:40.0,2019-12-25 02:29:40.0,2019-12-25 02:29:40.0,,2.0,37,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:34"," 140:17:17.02"," -00:33:36"," -00:37:48"," 91:55:12.00"," 31:14:40.85917"," 121:35:32.86433",35.0147,929.4882," 46:38:23.28007",0.0000,,,-2859303.1227,4649101.2358,3289135.3507,0:0:0
158,pt157,3483083.0601,1224238.1234,35.0127," 31:14:40.84329"," 121:35:32.85718",35.0127,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:41.0,2019-12-25 10:29:41.0,2019-12-25 02:29:41.0,2019-12-25 02:29:41.0,,2.0,37,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:51:01"," 140:40:32.55"," -00:33:36"," -00:38:24"," 91:51:36.00"," 31:14:40.85928"," 121:35:32.86438",35.0127,929.4851," 46:38:23.63719",0.0000,,,-2859303.1221,4649101.2322,3289135.3524,0:0:0
159,pt158,3483083.0616,1224238.1233,35.0127," 31:14:40.84334"," 121:35:32.85718",35.0127,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:42.0,2019-12-25 10:29:42.0,2019-12-25 02:29:42.0,2019-12-25 02:29:42.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:30"," 138:00:56.50"," -00:34:48"," -00:36:36"," 91:34:12.00"," 31:14:40.85932"," 121:35:32.86438",35.0127,929.4841," 46:38:23.87633",0.0000,,,-2859303.1218,4649101.2315,3289135.3536,0:0:0
160,pt159,3483083.0603,1224238.1232,35.0087," 31:14:40.84330"," 121:35:32.85717",35.0087,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:43.0,2019-12-25 10:29:43.0,2019-12-25 02:29:43.0,2019-12-25 02:29:43.0,,2.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:58"," 139:38:38.49"," -00:34:12"," -00:37:48"," 91:46:48.00"," 31:14:40.85928"," 121:35:32.86437",35.0087,929.4851," 46:38:23.69031",0.0000,,,-2859303.1201,4649101.2293,3289135.3505,0:0:0
161,pt160,3483083.0601,1224238.1250,35.0107," 31:14:40.84329"," 121:35:32.85724",35.0107,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:44.0,2019-12-25 10:29:44.0,2019-12-25 02:29:44.0,2019-12-25 02:29:44.0,,3.0,36,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:49:41"," 139:07:42.89"," -00:33:36"," -00:36:36"," 91:40:48.00"," 31:14:40.85927"," 121:35:32.86444",35.0107,929.4840," 46:38:23.39136",0.0000,,,-2859303.1226,4649101.2300,3289135.3512,0:0:0
162,pt161,3483083.0567,1224238.1249,35.0027," 31:14:40.84318"," 121:35:32.85722",35.0027,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:45.0,2019-12-25 10:29:45.0,2019-12-25 02:29:45.0,2019-12-25 02:29:45.0,,2.0,36,21,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:49:41"," 139:23:18.89"," -00:33:36"," -00:36:36"," 91:56:24.00"," 31:14:40.85916"," 121:35:32.86443",35.0027,929.4863," 46:38:22.87115",0.0000,,,-2859303.1196,4649101.2258,3289135.3443,0:0:0
163,pt162,3483083.0580,1224238.1243,35.0037," 31:14:40.84322"," 121:35:32.85721",35.0037,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:46.0,2019-12-25 10:29:46.0,2019-12-25 02:29:46.0,2019-12-25 02:29:46.0,,3.0,36,21,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:32"," 139:14:15.20"," -00:34:12"," -00:37:12"," 91:49:48.00"," 31:14:40.85921"," 121:35:32.86441",35.0037,929.4858," 46:38:23.15557",0.0000,,,-2859303.1193,4649101.2262,3289135.3459,0:0:0
164,pt163,3483083.0594,1224238.1249,35.0077," 31:14:40.84327"," 121:35:32.85723",35.0077,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:47.0,2019-12-25 10:29:47.0,2019-12-25 02:29:47.0,2019-12-25 02:29:47.0,,2.0,37,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:08"," 139:38:32.65"," -00:33:36"," -00:37:12"," 91:43:48.00"," 31:14:40.85925"," 121:35:32.86443",35.0077,929.4845," 46:38:23.28120",0.0000,,,-2859303.1213,4649101.2281,3289135.3491,0:0:0
165,pt164,3483083.0585,1224238.1223,35.0087," 31:14:40.84325"," 121:35:32.85713",35.0087,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:48.0,2019-12-25 10:29:48.0,2019-12-25 02:29:48.0,2019-12-25 02:29:48.0,,2.0,37,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:49:41"," 139:13:06.89"," -00:33:36"," -00:36:36"," 91:46:12.00"," 31:14:40.85923"," 121:35:32.86434",35.0087,929.4869," 46:38:23.54157",0.0000,,,-2859303.1197,4649101.2305,3289135.3490,0:0:0
166,pt165,3483083.0563,1224238.1226,35.0057," 31:14:40.84317"," 121:35:32.85714",35.0057,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:49.0,2019-12-25 10:29:49.0,2019-12-25 02:29:49.0,2019-12-25 02:29:49.0,,2.0,37,22,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:32"," 139:22:03.20"," -00:34:12"," -00:37:12"," 91:57:36.00"," 31:14:40.85916"," 121:35:32.86434",35.0057,929.4882," 46:38:23.15202",0.0000,,,-2859303.1191,4649101.2293,3289135.3456,0:0:0
167,pt166,3483083.0582,1224238.1221,35.0097," 31:14:40.84324"," 121:35:32.85712",35.0097,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:50.0,2019-12-25 10:29:50.0,2019-12-25 02:29:50.0,2019-12-25 02:29:50.0,,2.0,37,21,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:34"," 140:16:05.02"," -00:33:36"," -00:37:48"," 91:54:00.00"," 31:14:40.85922"," 121:35:32.86432",35.0097,929.4873," 46:38:23.53430",0.0000,,,-2859303.1200,4649101.2315,3289135.3493,0:0:0
168,pt167,3483083.0598,1224238.1257,35.0127," 31:14:40.84328"," 121:35:32.85727",35.0127,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:51.0,2019-12-25 10:29:51.0,2019-12-25 02:29:51.0,2019-12-25 02:29:51.0,,2.0,37,21,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:04"," 138:21:09.21"," -00:34:48"," -00:36:00"," 92:22:48.00"," 31:14:40.85926"," 121:35:32.86447",35.0127,929.4836," 46:38:23.22287",0.0000,,,-2859303.1242,4649101.2312,3289135.3520,0:0:0
169,pt168,3483083.0576,1224238.1250,35.0097," 31:14:40.84321"," 121:35:32.85723",35.0097,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:52.0,2019-12-25 10:29:52.0,2019-12-25 02:29:52.0,2019-12-25 02:29:52.0,,2.0,37,21,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:30"," 138:35:44.50"," -00:34:48"," -00:36:36"," 92:09:00.00"," 31:14:40.85919"," 121:35:32.86443",35.0097,929.4856," 46:38:22.99007",0.0000,,,-2859303.1227,4649101.2304,3289135.3486,0:0:0
170,pt169,3483083.0559,1224238.1226,35.0117," 31:14:40.84316"," 121:35:32.85714",35.0117,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:53.0,2019-12-25 10:29:53.0,2019-12-25 02:29:53.0,2019-12-25 02:29:53.0,,2.0,35,20,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:56"," 138:28:14.72"," -00:34:48"," -00:37:12"," 91:33:36.00"," 31:14:40.85914"," 121:35:32.86434",35.0117,929.4886," 46:38:23.07859",0.0000,,,-2859303.1218,4649101.2339,3289135.3483,0:0:0
171,pt170,3483083.0571,1224238.1225,35.0037," 31:14:40.84320"," 121:35:32.85714",35.0037,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:54.0,2019-12-25 10:29:54.0,2019-12-25 02:29:54.0,2019-12-25 02:29:54.0,,2.0,35,21,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:50:08"," 139:33:44.65"," -00:33:36"," -00:37:12"," 91:39:00.00"," 31:14:40.85918"," 121:35:32.86434",35.0037,929.4877," 46:38:23.29274",0.0000,,,-2859303.1179,4649101.2275,3289135.3453,0:0:0
172,pt171,3483083.0610,1224238.1249,35.0077," 31:14:40.84332"," 121:35:32.85724",35.0077,,,,,,,1.4793,0.0080,0.0070,0.0106,0.0180,1.3970,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 10:29:55.0,2019-12-25 10:29:55.0,2019-12-25 02:29:55.0,2019-12-25 02:29:55.0,,2.0,35,21,1.2000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:49:17"," 139:41:32.82"," -00:33:00"," -00:36:36"," 91:43:48.00"," 31:14:40.85930"," 121:35:32.86444",35.0077,929.4834," 46:38:23.55650",0.0000,,,-2859303.1209,4649101.2274,3289135.3505,0:0:0
