序号,点名,N,E,Z,B,L,H,未倾斜改正N,未倾斜改正E,未倾斜改正Z,未倾斜改正B,未倾斜改正L,未倾斜改正H,天线高,σN,σE,HRMS,σZ,目标高,量高类型,天线类型,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角,倾斜分量X,倾斜分量Y,倾斜X轴方位角,当地B,当地L,当地H,基站距离,基站方位,偏距,语音文件,图片文件,空间直角X,空间直角Y,空间直角Z,测量时长
11,pt10,3483083.0589,1224238.1290,35.0095," 31:14:40.84324"," 121:35:32.85739",35.0095,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:16:54.0,2019-12-25 14:16:54.0,2019-12-25 06:16:54.0,2019-12-25 06:16:54.0,,2.0,33,18,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:11"," 148:39:10.13"," -00:35:24"," -00:31:12"," 107:15:36.00"," 31:14:40.85923"," 121:35:32.86459",35.0095,929.4818," 46:38:22.58954",0.0000,,,-2859303.1258,4649101.2277,3289135.3494,0:0:0
12,pt11,3483083.0621,1224238.1243,34.9995," 31:14:40.84335"," 121:35:32.85722",34.9995,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:16:55.0,2019-12-25 14:16:55.0,2019-12-25 06:16:55.0,2019-12-25 06:16:55.0,,1.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:46:24"," 148:07:51.89"," -00:35:24"," -00:30:00"," 107:51:00.00"," 31:14:40.85934"," 121:35:32.86442",34.9995,929.4831," 46:38:23.81725",0.0000,,,-2859303.1165,4649101.2213,3289135.3472,0:0:0
13,pt12,3483083.0594,1224238.1252,35.0015," 31:14:40.84327"," 121:35:32.85724",35.0015,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:16:56.0,2019-12-25 14:16:56.0,2019-12-25 06:16:56.0,2019-12-25 06:16:56.0,,2.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:19"," 147:15:42.34"," -00:36:36"," -00:30:00"," 107:55:12.00"," 31:14:40.85925"," 121:35:32.86444",35.0015,929.4842," 46:38:23.24859",0.0000,,,-2859303.1188,4649101.2235,3289135.3459,0:0:0
14,pt13,3483083.0595,1224238.1254,34.9975," 31:14:40.84327"," 121:35:32.85725",34.9975,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:16:57.0,2019-12-25 14:16:57.0,2019-12-25 06:16:57.0,2019-12-25 06:16:57.0,,1.0,33,18,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:48:06"," 148:33:27.16"," -00:36:36"," -00:31:12"," 108:06:36.00"," 31:14:40.85925"," 121:35:32.86445",34.9975,929.4840," 46:38:23.22454",0.0000,,,-2859303.1172,4649101.2205,3289135.3439,0:0:0
15,pt14,3483083.0573,1224238.1292,35.0035," 31:14:40.84319"," 121:35:32.85739",35.0035,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:16:58.0,2019-12-25 14:16:58.0,2019-12-25 06:16:58.0,2019-12-25 06:16:58.0,,2.0,33,18,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:48:06"," 147:57:27.16"," -00:36:36"," -00:31:12"," 107:30:36.00"," 31:14:40.85917"," 121:35:32.86459",35.0035,929.4828," 46:38:22.31127",0.0000,,,-2859303.1236,4649101.2240,3289135.3450,0:0:0
16,pt15,3483083.0594,1224238.1233,34.9975," 31:14:40.84327"," 121:35:32.85717",34.9975,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:16:59.0,2019-12-25 14:16:59.0,2019-12-25 06:16:59.0,2019-12-25 06:16:59.0,,1.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:47"," 147:06:56.71"," -00:37:12"," -00:30:00"," 108:13:48.00"," 31:14:40.85925"," 121:35:32.86437",34.9975,929.4856," 46:38:23.54232",0.0000,,,-2859303.1153,4649101.2216,3289135.3439,0:0:0
17,pt16,3483083.0583,1224238.1260,34.9925," 31:14:40.84323"," 121:35:32.85727",34.9925,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:00.0,2019-12-25 14:17:00.0,2019-12-25 06:17:00.0,2019-12-25 06:17:00.0,,1.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:19"," 147:20:30.34"," -00:36:36"," -00:30:00"," 108:00:00.00"," 31:14:40.85921"," 121:35:32.86447",34.9925,929.4844," 46:38:22.94925",0.0000,,,-2859303.1157,4649101.2171,3289135.3402,0:0:0
18,pt17,3483083.0583,1224238.1263,34.9955," 31:14:40.84323"," 121:35:32.85728",34.9955,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:01.0,2019-12-25 14:17:01.0,2019-12-25 06:17:01.0,2019-12-25 06:17:01.0,,2.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:19"," 147:29:30.34"," -00:36:36"," -00:30:00"," 108:09:00.00"," 31:14:40.85921"," 121:35:32.86448",34.9955,929.4842," 46:38:22.91757",0.0000,,,-2859303.1173,4649101.2191,3289135.3418,0:0:0
19,pt18,3483083.0611,1224238.1270,34.9935," 31:14:40.84332"," 121:35:32.85731",34.9935,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:02.0,2019-12-25 14:17:02.0,2019-12-25 06:17:02.0,2019-12-25 06:17:02.0,,2.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:42"," 147:50:20.80"," -00:36:36"," -00:30:36"," 107:56:24.00"," 31:14:40.85930"," 121:35:32.86452",34.9935,929.4818," 46:38:23.24543",0.0000,,,-2859303.1164,4649101.2160,3289135.3431,0:0:0
20,pt19,3483083.0591,1224238.1244,34.9955," 31:14:40.84326"," 121:35:32.85721",34.9955,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:03.0,2019-12-25 14:17:03.0,2019-12-25 06:17:03.0,2019-12-25 06:17:03.0,,1.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:48:38"," 146:54:44.28"," -00:37:48"," -00:30:36"," 107:55:12.00"," 31:14:40.85924"," 121:35:32.86441",34.9955,929.4850," 46:38:23.31699",0.0000,,,-2859303.1155,4649101.2197,3289135.3426,0:0:0
21,pt20,3483083.0600,1224238.1260,34.9975," 31:14:40.84328"," 121:35:32.85727",34.9975,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:04.0,2019-12-25 14:17:04.0,2019-12-25 06:17:04.0,2019-12-25 06:17:04.0,,1.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:49:01"," 147:40:38.99"," -00:37:48"," -00:31:12"," 108:08:24.00"," 31:14:40.85927"," 121:35:32.86448",34.9975,929.4832," 46:38:23.22194",0.0000,,,-2859303.1176,4649101.2199,3289135.3443,0:0:0
22,pt21,3483083.0615,1224238.1286,34.9975," 31:14:40.84333"," 121:35:32.85738",34.9975,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:05.0,2019-12-25 14:17:05.0,2019-12-25 06:17:05.0,2019-12-25 06:17:05.0,,2.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:48:56"," 149:12:23.27"," -00:37:12"," -00:31:48"," 108:40:48.00"," 31:14:40.85931"," 121:35:32.86458",34.9975,929.4803," 46:38:23.07116",0.0000,,,-2859303.1195,4649101.2180,3289135.3454,0:0:0
23,pt22,3483083.0606,1224238.1270,35.0045," 31:14:40.84330"," 121:35:32.85732",35.0045,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:06.0,2019-12-25 14:17:06.0,2019-12-25 06:17:06.0,2019-12-25 06:17:06.0,,2.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:19"," 147:18:06.34"," -00:36:36"," -00:30:00"," 107:57:36.00"," 31:14:40.85928"," 121:35:32.86452",35.0045,929.4821," 46:38:23.16715",0.0000,,,-2859303.1215,4649101.2242,3289135.3484,0:0:0
24,pt23,3483083.0568,1224238.1240,35.0005," 31:14:40.84319"," 121:35:32.85719",35.0005,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:07.0,2019-12-25 14:17:07.0,2019-12-25 06:17:07.0,2019-12-25 06:17:07.0,,1.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:47"," 147:35:08.71"," -00:37:12"," -00:30:00"," 108:42:00.00"," 31:14:40.85917"," 121:35:32.86439",35.0005,929.4869," 46:38:23.01448",0.0000,,,-2859303.1178,4649101.2246,3289135.3432,0:0:0
25,pt24,3483083.0589,1224238.1230,34.9935," 31:14:40.84325"," 121:35:32.85716",34.9935,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:08.0,2019-12-25 14:17:08.0,2019-12-25 06:17:08.0,2019-12-25 06:17:08.0,,1.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:25"," 146:08:28.81"," -00:37:12"," -00:29:24"," 107:49:12.00"," 31:14:40.85924"," 121:35:32.86436",34.9935,929.4862," 46:38:23.49610",0.0000,,,-2859303.1134,4649101.2190,3289135.3414,0:0:0
26,pt25,3483083.0580,1224238.1221,34.9995," 31:14:40.84323"," 121:35:32.85712",34.9995,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:09.0,2019-12-25 14:17:09.0,2019-12-25 06:17:09.0,2019-12-25 06:17:09.0,,2.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:19"," 147:31:18.34"," -00:36:36"," -00:30:00"," 108:10:48.00"," 31:14:40.85921"," 121:35:32.86432",34.9995,929.4874," 46:38:23.49721",0.0000,,,-2859303.1155,4649101.2242,3289135.3439,0:0:0
27,pt26,3483083.0577,1224238.1244,34.9945," 31:14:40.84322"," 121:35:32.85721",34.9945,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:10.0,2019-12-25 14:17:10.0,2019-12-25 06:17:10.0,2019-12-25 06:17:10.0,,1.0,33,18,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:15"," 148:12:20.88"," -00:36:00"," -00:30:36"," 107:50:24.00"," 31:14:40.85920"," 121:35:32.86441",34.9945,929.4859," 46:38:23.09686",0.0000,,,-2859303.1154,4649101.2196,3289135.3409,0:0:0
28,pt27,3483083.0591,1224238.1208,34.9905," 31:14:40.84327"," 121:35:32.85708",34.9905,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:11.0,2019-12-25 14:17:11.0,2019-12-25 06:17:11.0,2019-12-25 06:17:11.0,,1.0,33,18,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:48:06"," 147:53:51.16"," -00:36:36"," -00:31:12"," 107:27:00.00"," 31:14:40.85925"," 121:35:32.86428",34.9905,929.4876," 46:38:23.86494",0.0000,,,-2859303.1101,4649101.2178,3289135.3402,0:0:0
29,pt28,3483083.0576,1224238.1220,34.9895," 31:14:40.84322"," 121:35:32.85712",34.9895,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:12.0,2019-12-25 14:17:12.0,2019-12-25 06:17:12.0,2019-12-25 06:17:12.0,,2.0,33,18,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:47"," 146:35:44.71"," -00:37:12"," -00:30:00"," 107:42:36.00"," 31:14:40.85920"," 121:35:32.86432",34.9895,929.4877," 46:38:23.43906",0.0000,,,-2859303.1111,4649101.2172,3289135.3383,0:0:0
30,pt29,3483083.0567,1224238.1249,34.9995," 31:14:40.84318"," 121:35:32.85722",34.9995,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:13.0,2019-12-25 14:17:13.0,2019-12-25 06:17:13.0,2019-12-25 06:17:13.0,,2.0,33,18,1.8000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:25"," 146:16:52.81"," -00:37:12"," -00:29:24"," 107:57:36.00"," 31:14:40.85916"," 121:35:32.86443",34.9995,929.4863," 46:38:22.86481",0.0000,,,-2859303.1182,4649101.2235,3289135.3426,0:0:0
31,pt30,3483083.0592,1224238.1223,35.0055," 31:14:40.84327"," 121:35:32.85714",35.0055,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:14.0,2019-12-25 14:17:14.0,2019-12-25 06:17:14.0,2019-12-25 06:17:14.0,,1.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:48:10"," 147:28:52.84"," -00:37:12"," -00:30:36"," 108:02:24.00"," 31:14:40.85925"," 121:35:32.86434",35.0055,929.4865," 46:38:23.65117",0.0000,,,-2859303.1182,4649101.2279,3289135.3480,0:0:0
32,pt31,3483083.0585,1224238.1237,34.9975," 31:14:40.84324"," 121:35:32.85719",34.9975,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:15.0,2019-12-25 14:17:15.0,2019-12-25 06:17:15.0,2019-12-25 06:17:15.0,,1.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:19"," 147:21:42.34"," -00:36:36"," -00:30:00"," 108:01:12.00"," 31:14:40.85922"," 121:35:32.86439",34.9975,929.4859," 46:38:23.33338",0.0000,,,-2859303.1159,4649101.2218,3289135.3432,0:0:0
33,pt32,3483083.0567,1224238.1227,34.9995," 31:14:40.84319"," 121:35:32.85714",34.9995,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:16.0,2019-12-25 14:17:16.0,2019-12-25 06:17:16.0,2019-12-25 06:17:16.0,,2.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:53"," 145:21:58.39"," -00:37:48"," -00:29:24"," 107:29:24.00"," 31:14:40.85917"," 121:35:32.86434",34.9995,929.4879," 46:38:23.20197",0.0000,,,-2859303.1163,4649101.2246,3289135.3427,0:0:0
34,pt33,3483083.0576,1224238.1201,34.9985," 31:14:40.84322"," 121:35:32.85705",34.9985,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:17.0,2019-12-25 14:17:17.0,2019-12-25 06:17:17.0,2019-12-25 06:17:17.0,,2.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:47"," 147:03:56.71"," -00:37:12"," -00:30:00"," 108:10:48.00"," 31:14:40.85920"," 121:35:32.86425",34.9985,929.4891," 46:38:23.73335",0.0000,,,-2859303.1135,4649101.2246,3289135.3432,0:0:0
35,pt34,3483083.0575,1224238.1233,35.0035," 31:14:40.84321"," 121:35:32.85717",35.0035,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:18.0,2019-12-25 14:17:18.0,2019-12-25 06:17:18.0,2019-12-25 06:17:18.0,,2.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:25"," 146:04:16.81"," -00:37:12"," -00:29:24"," 107:45:00.00"," 31:14:40.85919"," 121:35:32.86437",35.0035,929.4869," 46:38:23.23385",0.0000,,,-2859303.1184,4649101.2268,3289135.3454,0:0:0
36,pt35,3483083.0597,1224238.1237,34.9955," 31:14:40.84328"," 121:35:32.85719",34.9955,,,,,,,1.5125,0.0070,0.0090,0.0114,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:19.0,2019-12-25 14:17:19.0,2019-12-25 06:17:19.0,2019-12-25 06:17:19.0,,1.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:03"," 145:35:52.78"," -00:37:12"," -00:28:48"," 107:51:00.00"," 31:14:40.85926"," 121:35:32.86439",34.9955,929.4850," 46:38:23.51828",0.0000,,,-2859303.1148,4649101.2197,3289135.3431,0:0:0
37,pt36,3483083.0577,1224238.1253,35.0015," 31:14:40.84321"," 121:35:32.85724",35.0015,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:20.0,2019-12-25 14:17:20.0,2019-12-25 06:17:20.0,2019-12-25 06:17:20.0,,2.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:45:44"," 146:12:50.09"," -00:36:00"," -00:28:12"," 108:08:24.00"," 31:14:40.85919"," 121:35:32.86444",35.0015,929.4853," 46:38:22.96025",0.0000,,,-2859303.1193,4649101.2243,3289135.3445,0:0:0
38,pt37,3483083.0577,1224238.1249,35.0005," 31:14:40.84321"," 121:35:32.85723",35.0005,,,,,,,1.5125,0.0080,0.0090,0.0120,0.0230,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 14:17:21.0,2019-12-25 14:17:21.0,2019-12-25 06:17:21.0,2019-12-25 06:17:21.0,,2.0,33,19,1.7000,10,RTCM33GREC," 31:14:60.00000"," 121:36:00.00000",30.7980,0.0000," 00:47:10"," 144:35:07.00"," -00:37:48"," -00:28:12"," 107:51:36.00"," 31:14:40.85920"," 121:35:32.86443",35.0005,929.4856," 46:38:23.01486",0.0000,,,-2859303.1185,4649101.2237,3289135.3440,0:0:0
