序号,点名,N,E,Z,B,L,H,未倾斜改正N,未倾斜改正E,未倾斜改正Z,未倾斜改正B,未倾斜改正L,未倾斜改正H,天线高,σN,σE,HRMS,σZ,目标高,量高类型,天线类型,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角,倾斜分量X,倾斜分量Y,倾斜X轴方位角,当地B,当地L,当地H,基站距离,基站方位,偏距,语音文件,图片文件,空间直角X,空间直角Y,空间直角Z,测量时长
369,pt368,3483083.0523,1224238.1275,35.0175," 31:14:40.84303"," 121:35:32.85731",35.0175,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:16:57.0,2019-12-25 12:16:57.0,2019-12-25 04:16:57.0,2019-12-25 04:16:57.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:25"," 40:19:10.20"," -00:46:12"," -00:30:36"," 06:48:00.00"," 31:14:40.85902"," 121:35:32.86451",35.0175,742.0781," 172:06:42.73984",0.0000,,,-2859303.1294,4649101.2374,3289135.3481,0:0:0
370,pt369,3483083.0509,1224238.1266,35.0205," 31:14:40.84299"," 121:35:32.85727",35.0205,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:16:58.0,2019-12-25 12:16:58.0,2019-12-25 04:16:58.0,2019-12-25 04:16:58.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:05"," 39:51:32.97"," -00:46:12"," -00:30:00"," 06:51:36.00"," 31:14:40.85897"," 121:35:32.86447",35.0205,742.0769," 172:06:42.44221",0.0000,,,-2859303.1303,4649101.2407,3289135.3485,0:0:0
371,pt370,3483083.0481,1224238.1263,35.0205," 31:14:40.84290"," 121:35:32.85726",35.0205,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:16:59.0,2019-12-25 12:16:59.0,2019-12-25 04:16:59.0,2019-12-25 04:16:59.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:56:06"," 39:10:17.99"," -00:47:24"," -00:30:00"," 06:50:24.00"," 31:14:40.85888"," 121:35:32.86446",35.0205,742.0742," 172:06:42.26574",0.0000,,,-2859303.1307,4649101.2422,3289135.3461,0:0:0
372,pt371,3483083.0492,1224238.1262,35.0205," 31:14:40.84293"," 121:35:32.85726",35.0205,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:00.0,2019-12-25 12:17:00.0,2019-12-25 04:17:00.0,2019-12-25 04:17:00.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:56:25"," 39:32:47.67"," -00:47:24"," -00:30:36"," 06:42:00.00"," 31:14:40.85892"," 121:35:32.86446",35.0205,742.0752," 172:06:42.28142",0.0000,,,-2859303.1304,4649101.2417,3289135.3470,0:0:0
373,pt372,3483083.0499,1224238.1260,35.0205," 31:14:40.84296"," 121:35:32.85725",35.0205,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:01.0,2019-12-25 12:17:01.0,2019-12-25 04:17:01.0,2019-12-25 04:17:01.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:56:25"," 39:54:23.67"," -00:47:24"," -00:30:36"," 07:03:36.00"," 31:14:40.85894"," 121:35:32.86445",35.0205,742.0760," 172:06:42.24268",0.0000,,,-2859303.1300,4649101.2415,3289135.3476,0:0:0
374,pt373,3483083.0496,1224238.1264,35.0255," 31:14:40.84295"," 121:35:32.85726",35.0255,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:02.0,2019-12-25 12:17:02.0,2019-12-25 04:17:02.0,2019-12-25 04:17:02.0,,2.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:47"," 38:59:26.98"," -00:47:24"," -00:29:24"," 07:10:48.00"," 31:14:40.85893"," 121:35:32.86447",35.0255,742.0756," 172:06:42.35046",0.0000,,,-2859303.1327,4649101.2451,3289135.3499,0:0:0
375,pt374,3483083.0507,1224238.1281,35.0235," 31:14:40.84298"," 121:35:32.85733",35.0235,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:03.0,2019-12-25 12:17:03.0,2019-12-25 04:17:03.0,2019-12-25 04:17:03.0,,2.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:28"," 38:03:50.60"," -00:47:24"," -00:28:48"," 06:46:48.00"," 31:14:40.85896"," 121:35:32.86453",35.0235,742.0765," 172:06:42.85378",0.0000,,,-2859303.1330,4649101.2423,3289135.3498,0:0:0
376,pt375,3483083.0491,1224238.1256,35.0165," 31:14:40.84294"," 121:35:32.85723",35.0165,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:04.0,2019-12-25 12:17:04.0,2019-12-25 04:17:04.0,2019-12-25 04:17:04.0,,1.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:05"," 39:25:08.97"," -00:46:12"," -00:30:00"," 06:25:12.00"," 31:14:40.85892"," 121:35:32.86443",35.0165,742.0753," 172:06:42.09721",0.0000,,,-2859303.1280,4649101.2391,3289135.3450,0:0:0
377,pt376,3483083.0470,1224238.1257,35.0165," 31:14:40.84287"," 121:35:32.85723",35.0165,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:05.0,2019-12-25 12:17:05.0,2019-12-25 04:17:05.0,2019-12-25 04:17:05.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:56:06"," 39:12:41.99"," -00:47:24"," -00:30:00"," 06:52:48.00"," 31:14:40.85885"," 121:35:32.86443",35.0165,742.0731," 172:06:42.05599",0.0000,,,-2859303.1286,4649101.2401,3289135.3431,0:0:0
378,pt377,3483083.0494,1224238.1282,35.0185," 31:14:40.84294"," 121:35:32.85733",35.0185,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:06.0,2019-12-25 12:17:06.0,2019-12-25 04:17:06.0,2019-12-25 04:17:06.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:16"," 38:44:55.23"," -00:46:48"," -00:29:24"," 06:36:36.00"," 31:14:40.85892"," 121:35:32.86453",35.0185,742.0752," 172:06:42.82102",0.0000,,,-2859303.1311,4649101.2392,3289135.3461,0:0:0
379,pt378,3483083.0506,1224238.1252,35.0175," 31:14:40.84298"," 121:35:32.85722",35.0175,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:07.0,2019-12-25 12:17:07.0,2019-12-25 04:17:07.0,2019-12-25 04:17:07.0,,1.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:54:46"," 39:04:21.38"," -00:46:12"," -00:29:24"," 06:36:00.00"," 31:14:40.85897"," 121:35:32.86442",35.0175,742.0768," 172:06:42.04579",0.0000,,,-2859303.1278,4649101.2394,3289135.3467,0:0:0
380,pt379,3483083.0503,1224238.1239,35.0135," 31:14:40.84298"," 121:35:32.85717",35.0135,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:08.0,2019-12-25 12:17:08.0,2019-12-25 04:17:08.0,2019-12-25 04:17:08.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:05"," 39:52:44.97"," -00:46:12"," -00:30:00"," 06:52:48.00"," 31:14:40.85896"," 121:35:32.86437",35.0135,742.0766," 172:06:41.68935",0.0000,,,-2859303.1250,4649101.2372,3289135.3445,0:0:0
381,pt380,3483083.0506,1224238.1211,35.0065," 31:14:40.84299"," 121:35:32.85707",35.0065,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:09.0,2019-12-25 12:17:09.0,2019-12-25 04:17:09.0,2019-12-25 04:17:09.0,,2.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:47"," 38:32:26.98"," -00:47:24"," -00:29:24"," 06:43:48.00"," 31:14:40.85898"," 121:35:32.86427",35.0065,742.0772," 172:06:40.92839",0.0000,,,-2859303.1194,4649101.2334,3289135.3413,0:0:0
382,pt381,3483083.0510,1224238.1234,35.0105," 31:14:40.84300"," 121:35:32.85716",35.0105,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:10.0,2019-12-25 12:17:10.0,2019-12-25 04:17:10.0,2019-12-25 04:17:10.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:47"," 38:06:38.98"," -00:47:24"," -00:29:24"," 06:18:00.00"," 31:14:40.85898"," 121:35:32.86436",35.0105,742.0774," 172:06:41.58122",0.0000,,,-2859303.1231,4649101.2349,3289135.3436,0:0:0
383,pt382,3483083.0496,1224238.1223,35.0135," 31:14:40.84296"," 121:35:32.85711",35.0135,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:11.0,2019-12-25 12:17:11.0,2019-12-25 04:17:11.0,2019-12-25 04:17:11.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:54:46"," 39:38:33.38"," -00:46:12"," -00:29:24"," 07:10:12.00"," 31:14:40.85894"," 121:35:32.86431",35.0135,742.0762," 172:06:41.23446",0.0000,,,-2859303.1238,4649101.2383,3289135.3440,0:0:0
384,pt383,3483083.0489,1224238.1218,35.0165," 31:14:40.84294"," 121:35:32.85709",35.0165,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:12.0,2019-12-25 12:17:12.0,2019-12-25 04:17:12.0,2019-12-25 04:17:12.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:54:15"," 39:35:33.97"," -00:45:36"," -00:29:24"," 06:46:48.00"," 31:14:40.85892"," 121:35:32.86429",35.0165,742.0756," 172:06:41.06363",0.0000,,,-2859303.1248,4649101.2411,3289135.3450,0:0:0
385,pt384,3483083.0495,1224238.1205,35.0085," 31:14:40.84296"," 121:35:32.85704",35.0085,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:13.0,2019-12-25 12:17:13.0,2019-12-25 04:17:13.0,2019-12-25 04:17:13.0,,2.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:05"," 39:48:32.97"," -00:46:12"," -00:30:00"," 06:48:36.00"," 31:14:40.85894"," 121:35:32.86424",35.0085,742.0762," 172:06:40.72744",0.0000,,,-2859303.1200,4649101.2356,3289135.3414,0:0:0
386,pt385,3483083.0484,1224238.1230,35.0125," 31:14:40.84292"," 121:35:32.85713",35.0125,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:14.0,2019-12-25 12:17:14.0,2019-12-25 04:17:14.0,2019-12-25 04:17:14.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:56:06"," 39:05:29.99"," -00:47:24"," -00:30:00"," 06:45:36.00"," 31:14:40.85890"," 121:35:32.86434",35.0125,742.0749," 172:06:41.38185",0.0000,,,-2859303.1242,4649101.2378,3289135.3424,0:0:0
387,pt386,3483083.0489,1224238.1214,35.0115," 31:14:40.84294"," 121:35:32.85708",35.0115,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:15.0,2019-12-25 12:17:15.0,2019-12-25 04:17:15.0,2019-12-25 04:17:15.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:05"," 39:58:08.97"," -00:46:12"," -00:30:00"," 06:58:12.00"," 31:14:40.85892"," 121:35:32.86428",35.0115,742.0756," 172:06:40.96272",0.0000,,,-2859303.1223,4649101.2376,3289135.3424,0:0:0
388,pt387,3483083.0475,1224238.1227,35.0165," 31:14:40.84289"," 121:35:32.85712",35.0165,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:16.0,2019-12-25 12:17:16.0,2019-12-25 04:17:16.0,2019-12-25 04:17:16.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:54:05"," 40:18:05.38"," -00:45:00"," -00:30:00"," 06:36:36.00"," 31:14:40.85887"," 121:35:32.86432",35.0165,742.0740," 172:06:41.24642",0.0000,,,-2859303.1259,4649101.2413,3289135.3437,0:0:0
389,pt388,3483083.0505,1224238.1208,35.0055," 31:14:40.84299"," 121:35:32.85705",35.0055,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:17.0,2019-12-25 12:17:17.0,2019-12-25 04:17:17.0,2019-12-25 04:17:17.0,,1.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:54:46"," 39:13:21.38"," -00:46:12"," -00:29:24"," 06:45:00.00"," 31:14:40.85897"," 121:35:32.86426",35.0055,742.0772," 172:06:40.83998",0.0000,,,-2859303.1186,4649101.2328,3289135.3407,0:0:0
390,pt389,3483083.0481,1224238.1224,35.0065," 31:14:40.84291"," 121:35:32.85711",35.0065,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:18.0,2019-12-25 12:17:18.0,2019-12-25 04:17:18.0,2019-12-25 04:17:18.0,,2.0,36,22,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:05"," 40:01:08.97"," -00:46:12"," -00:30:00"," 07:01:12.00"," 31:14:40.85889"," 121:35:32.86431",35.0065,742.0746," 172:06:41.18391",0.0000,,,-2859303.1210,4649101.2339,3289135.3391,0:0:0
391,pt390,3483083.0487,1224238.1224,35.0125," 31:14:40.84293"," 121:35:32.85711",35.0125,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:19.0,2019-12-25 12:17:19.0,2019-12-25 04:17:19.0,2019-12-25 04:17:19.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:16"," 38:43:43.23"," -00:46:48"," -00:29:24"," 06:35:24.00"," 31:14:40.85891"," 121:35:32.86431",35.0125,742.0753," 172:06:41.20874",0.0000,,,-2859303.1235,4649101.2380,3289135.3427,0:0:0
392,pt391,3483083.0470,1224238.1228,35.0085," 31:14:40.84287"," 121:35:32.85712",35.0085,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:20.0,2019-12-25 12:17:20.0,2019-12-25 04:17:20.0,2019-12-25 04:17:20.0,,1.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:54:46"," 38:45:09.38"," -00:46:12"," -00:29:24"," 06:16:48.00"," 31:14:40.85886"," 121:35:32.86432",35.0085,742.0735," 172:06:41.26843",0.0000,,,-2859303.1225,4649101.2356,3289135.3392,0:0:0
393,pt392,3483083.0450,1224238.1240,35.0115," 31:14:40.84280"," 121:35:32.85716",35.0115,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:21.0,2019-12-25 12:17:21.0,2019-12-25 04:17:21.0,2019-12-25 04:17:21.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:16"," 39:00:31.23"," -00:46:48"," -00:29:24"," 06:52:12.00"," 31:14:40.85879"," 121:35:32.86436",35.0115,742.0713," 172:06:41.52695",0.0000,,,-2859303.1253,4649101.2382,3289135.3389,0:0:0
394,pt393,3483083.0468,1224238.1216,35.0135," 31:14:40.84287"," 121:35:32.85708",35.0135,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:22.0,2019-12-25 12:17:22.0,2019-12-25 04:17:22.0,2019-12-25 04:17:22.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:47"," 38:36:38.98"," -00:47:24"," -00:29:24"," 06:48:00.00"," 31:14:40.85885"," 121:35:32.86428",35.0135,742.0735," 172:06:40.92150",0.0000,,,-2859303.1237,4649101.2400,3289135.3416,0:0:0
395,pt394,3483083.0487,1224238.1224,35.0135," 31:14:40.84293"," 121:35:32.85711",35.0135,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:23.0,2019-12-25 12:17:23.0,2019-12-25 04:17:23.0,2019-12-25 04:17:23.0,,1.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:54:46"," 39:04:21.38"," -00:46:12"," -00:29:24"," 06:36:00.00"," 31:14:40.85891"," 121:35:32.86431",35.0135,742.0752," 172:06:41.22054",0.0000,,,-2859303.1241,4649101.2387,3289135.3432,0:0:0
396,pt395,3483083.0501,1224238.1207,35.0085," 31:14:40.84298"," 121:35:32.85705",35.0085,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:24.0,2019-12-25 12:17:24.0,2019-12-25 04:17:24.0,2019-12-25 04:17:24.0,,1.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:05"," 39:39:32.97"," -00:46:12"," -00:30:00"," 06:39:36.00"," 31:14:40.85896"," 121:35:32.86425",35.0085,742.0768," 172:06:40.81427",0.0000,,,-2859303.1201,4649101.2352,3289135.3419,0:0:0
397,pt396,3483083.0482,1224238.1221,35.0145," 31:14:40.84291"," 121:35:32.85710",35.0145,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:25.0,2019-12-25 12:17:25.0,2019-12-25 04:17:25.0,2019-12-25 04:17:25.0,,1.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:05"," 39:47:20.97"," -00:46:12"," -00:30:00"," 06:47:24.00"," 31:14:40.85889"," 121:35:32.86430",35.0145,742.0748," 172:06:41.12333",0.0000,,,-2859303.1244,4649101.2398,3289135.3433,0:0:0
398,pt397,3483083.0492,1224238.1242,35.0235," 31:14:40.84294"," 121:35:32.85718",35.0235,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:26.0,2019-12-25 12:17:26.0,2019-12-25 04:17:26.0,2019-12-25 04:17:26.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:54:57"," 38:23:20.01"," -00:46:48"," -00:28:48"," 06:46:48.00"," 31:14:40.85892"," 121:35:32.86438",35.0235,742.0756," 172:06:41.74411",0.0000,,,-2859303.1300,4649101.2448,3289135.3488,0:0:0
399,pt398,3483083.0467,1224238.1250,35.0215," 31:14:40.84286"," 121:35:32.85720",35.0215,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:27.0,2019-12-25 12:17:27.0,2019-12-25 04:17:27.0,2019-12-25 04:17:27.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:54:26"," 38:25:11.37"," -00:46:12"," -00:28:48"," 06:28:48.00"," 31:14:40.85884"," 121:35:32.86441",35.0215,742.0730," 172:06:41.86209",0.0000,,,-2859303.1303,4649101.2442,3289135.3455,0:0:0
400,pt399,3483083.0498,1224238.1248,35.0115," 31:14:40.84296"," 121:35:32.85720",35.0115,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:28.0,2019-12-25 12:17:28.0,2019-12-25 04:17:28.0,2019-12-25 04:17:28.0,,1.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:54:46"," 38:56:33.38"," -00:46:12"," -00:29:24"," 06:28:12.00"," 31:14:40.85894"," 121:35:32.86441",35.0115,742.0760," 172:06:41.92093",0.0000,,,-2859303.1250,4649101.2355,3289135.3430,0:0:0
401,pt400,3483083.0489,1224238.1238,35.0185," 31:14:40.84293"," 121:35:32.85716",35.0185,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:29.0,2019-12-25 12:17:29.0,2019-12-25 04:17:29.0,2019-12-25 04:17:29.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:56:06"," 39:10:53.99"," -00:47:24"," -00:30:00"," 06:51:00.00"," 31:14:40.85892"," 121:35:32.86437",35.0185,742.0753," 172:06:41.61080",0.0000,,,-2859303.1274,4649101.2416,3289135.3459,0:0:0
402,pt401,3483083.0465,1224238.1228,35.0075," 31:14:40.84286"," 121:35:32.85712",35.0075,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:30.0,2019-12-25 12:17:30.0,2019-12-25 04:17:30.0,2019-12-25 04:17:30.0,,1.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:56:06"," 39:18:05.99"," -00:47:24"," -00:30:00"," 06:58:12.00"," 31:14:40.85884"," 121:35:32.86432",35.0075,742.0730," 172:06:41.25346",0.0000,,,-2859303.1222,4649101.2352,3289135.3382,0:0:0
403,pt402,3483083.0466,1224238.1214,35.0135," 31:14:40.84286"," 121:35:32.85707",35.0135,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:31.0,2019-12-25 12:17:31.0,2019-12-25 04:17:31.0,2019-12-25 04:17:31.0,,1.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:56:06"," 38:55:53.99"," -00:47:24"," -00:30:00"," 06:36:00.00"," 31:14:40.85885"," 121:35:32.86427",35.0135,742.0734," 172:06:40.87536",0.0000,,,-2859303.1236,4649101.2401,3289135.3415,0:0:0
404,pt403,3483083.0512,1224238.1234,35.0005," 31:14:40.84301"," 121:35:32.85716",35.0005,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:32.0,2019-12-25 12:17:32.0,2019-12-25 04:17:32.0,2019-12-25 04:17:32.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:56:06"," 39:08:29.99"," -00:47:24"," -00:30:00"," 06:48:36.00"," 31:14:40.85899"," 121:35:32.86436",35.0005,742.0775," 172:06:41.59285",0.0000,,,-2859303.1186,4649101.2275,3289135.3385,0:0:0
405,pt404,3483083.0503,1224238.1243,35.0035," 31:14:40.84298"," 121:35:32.85719",35.0035,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:33.0,2019-12-25 12:17:33.0,2019-12-25 04:17:33.0,2019-12-25 04:17:33.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:35"," 39:23:32.56"," -00:46:48"," -00:30:00"," 06:43:48.00"," 31:14:40.85896"," 121:35:32.86439",35.0035,742.0765," 172:06:41.79132",0.0000,,,-2859303.1208,4649101.2297,3289135.3393,0:0:0
406,pt405,3483083.0498,1224238.1227,35.0115," 31:14:40.84296"," 121:35:32.85713",35.0115,,,,,,,1.5125,0.0060,0.0070,0.0092,0.0180,1.4300,斜高(S),Hi-Target:iRTK5,1,RTK固定解,2019-12-25 12:17:34.0,2019-12-25 12:17:34.0,2019-12-25 04:17:34.0,2019-12-25 04:17:34.0,,2.0,36,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:55:16"," 38:58:43.23"," -00:46:48"," -00:29:24"," 06:50:24.00"," 31:14:40.85894"," 121:35:32.86433",35.0115,742.0762," 172:06:41.34189",0.0000,,,-2859303.1232,4649101.2366,3289135.3431,0:0:0
